31° 3.910'E, 20° 7.728'S
31° 4.260'E, 20° 7.759'S
31° 2.767'E, 20° 11.205'S
31° 3.725'E, 20° 12.756'S
31° 3.100'E, 20° 12.519'S
31° 2.324'E, 20° 12.170'S
30° 56.857'E, 20° 12.041'S
30° 56.374'E, 20° 12.120'S
30° 56.059'E, 20° 12.155'S
30° 56.669'E, 20° 12.545'S
30° 55.690'E, 20° 11.797'S
30° 58.682'E, 20° 13.382'S
31° 3.927'E, 20° 10.103'S
31° 4.088'E, 20° 6.828'S
31° 4.014'E, 20° 9.355'S
31° 3.776'E, 20° 9.107'S
31° 3.495'E, 20° 8.914'S
31° 3.264'E, 20° 8.784'S
31° 1.107'E, 20° 14.695'S
31° 1.142'E, 20° 14.464'S
31° 1.432'E, 20° 14.005'S
31° 1.300'E, 20° 15.373'S
31° 0.820'E, 20° 14.338'S
31° 0.203'E, 20° 14.258'S
31° 2.844'E, 20° 9.044'S
31° 2.547'E, 20° 9.065'S
31° 2.612'E, 20° 8.828'S
31° 2.397'E, 20° 8.693'S
31° 2.002'E, 20° 8.521'S
31° 3.527'E, 20° 8.477'S
31° 2.420'E, 20° 11.080'S
31° 2.301'E, 20° 10.808'S
31° 2.502'E, 20° 10.786'S
31° 2.717'E, 20° 10.897'S
31° 3.017'E, 20° 11.057'S
31° 3.090'E, 20° 10.824'S
30° 58.678'E, 20° 13.795'S
30° 59.255'E, 20° 13.163'S
30° 58.428'E, 20° 13.215'S
30° 57.739'E, 20° 13.004'S
30° 57.555'E, 20° 13.244'S
30° 57.489'E, 20° 12.670'S
31° 2.676'E, 20° 13.308'S
31° 3.011'E, 20° 13.545'S
31° 3.581'E, 20° 13.553'S
31° 3.365'E, 20° 13.620'S
31° 3.516'E, 20° 13.995'S
31° 2.874'E, 20° 13.620'S
31° 2.246'E, 20° 13.874'S
31° 2.642'E, 20° 14.093'S
31° 2.301'E, 20° 14.348'S
31° 2.103'E, 20° 14.558'S
31° 1.868'E, 20° 14.796'S
31° 1.581'E, 20° 14.998'S
31° 3.560'E, 20° 11.006'S
31° 3.803'E, 20° 11.062'S
31° 4.115'E, 20° 10.913'S
31° 4.158'E, 20° 10.802'S
31° 4.147'E, 20° 10.695'S
31° 3.986'E, 20° 10.593'S
31° 4.532'E, 20° 11.733'S
31° 4.594'E, 20° 11.585'S
31° 4.761'E, 20° 11.542'S
31° 4.910'E, 20° 11.549'S
31° 5.218'E, 20° 11.550'S
31° 4.360'E, 20° 12.062'S
31° 1.929'E, 20° 12.055'S
31° 2.115'E, 20° 11.916'S
31° 2.079'E, 20° 11.716'S
31° 1.485'E, 20° 11.512'S
31° 1.900'E, 20° 11.465'S
31° 2.451'E, 20° 11.441'S
31° 2.914'E, 20° 12.640'S
31° 2.927'E, 20° 12.381'S
