 30° 54.318'E, 20° 8.766'S
 30° 54.135'E, 20° 9.993'S
 30° 54.137'E, 20° 10.196'S
 30° 53.994'E, 20° 11.167'S
 30° 54.448'E, 20° 12.105'S
 30° 55.094'E, 20° 13.391'S
 30° 55.633'E, 20° 14.505'S
 30° 57.655'E, 20° 15.051'S
 30° 59.801'E, 20° 15.597'S
 31° 1.657'E, 20° 16.101'S
 31° 3.551'E, 20° 14.956'S
 31° 5.501'E, 20° 13.707'S
 31° 5.487'E, 20° 12.024'S
 31° 5.522'E, 20° 10.666'S
 31° 4.985'E, 20° 9.528'S
 31° 4.707'E, 20° 8.801'S
 31° 4.389'E, 20° 7.967'S
 31° 3.779'E, 20° 6.637'S
 31° 1.951'E, 20° 6.841'S
 30° 58.888'E, 20° 7.306'S
 30° 56.213'E, 20° 7.776'S
 30° 54.341'E, 20° 8.024'S
 30° 54.226'E, 20° 8.887'S
 30° 54.114'E, 20° 9.932'S
 30° 53.988'E, 20° 11.135'S
 30° 54.532'E, 20° 8.966'S
 30° 54.466'E, 20° 9.812'S
 30° 54.382'E, 20° 10.560'S
 30° 54.448'E, 20° 11.146'S
 30° 54.661'E, 20° 11.766'S
 30° 54.934'E, 20° 12.709'S
 30° 55.449'E, 20° 13.573'S
 30° 55.927'E, 20° 14.307'S
 30° 56.996'E, 20° 14.721'S
 30° 57.932'E, 20° 15.015'S
 30° 59.238'E, 20° 15.295'S
 31° 0.585'E, 20° 15.548'S
 31° 1.770'E, 20° 15.879'S
 31° 2.062'E, 20° 15.715'S
 31° 2.604'E, 20° 15.360'S
 31° 3.308'E, 20° 14.896'S
 31° 4.018'E, 20° 14.419'S
 31° 4.696'E, 20° 14.032'S
 31° 5.296'E, 20° 13.627'S
 31° 5.321'E, 20° 12.919'S
 31° 5.375'E, 20° 12.143'S
 31° 5.397'E, 20° 11.608'S
 31° 5.407'E, 20° 10.627'S
 31° 5.191'E, 20° 10.134'S
 31° 4.925'E, 20° 9.465'S
 31° 4.682'E, 20° 8.981'S
 31° 4.379'E, 20° 8.425'S
 31° 3.975'E, 20° 7.911'S
 31° 3.871'E, 20° 7.515'S
 31° 3.428'E, 20° 7.116'S
 31° 1.852'E, 20° 7.717'S
 31° 2.280'E, 20° 8.313'S
 31° 2.772'E, 20° 8.900'S
 31° 3.119'E, 20° 8.719'S
 31° 3.276'E, 20° 8.467'S
 31° 2.721'E, 20° 8.153'S
 31° 3.122'E, 20° 7.552'S
 31° 3.816'E, 20° 7.545'S
 31° 3.795'E, 20° 8.725'S
 31° 4.198'E, 20° 8.362'S
 31° 4.275'E, 20° 9.133'S
 31° 4.672'E, 20° 9.565'S
 31° 4.229'E, 20° 10.129'S
 31° 4.801'E, 20° 10.499'S
 31° 4.723'E, 20° 12.130'S
 31° 5.059'E, 20° 12.495'S
 31° 4.569'E, 20° 12.885'S
 31° 5.102'E, 20° 13.085'S
 31° 5.157'E, 20° 13.562'S
 31° 4.563'E, 20° 13.931'S
 31° 4.062'E, 20° 13.996'S
 31° 3.306'E, 20° 14.511'S
 31° 2.942'E, 20° 14.932'S
 31° 2.490'E, 20° 15.242'S
 31° 1.817'E, 20° 15.694'S
 31° 1.119'E, 20° 15.720'S
 31° 0.631'E, 20° 15.558'S
 31° 0.212'E, 20° 15.198'S
 30° 59.597'E, 20° 14.610'S
 30° 58.979'E, 20° 14.425'S
 30° 58.486'E, 20° 14.800'S
 30° 57.577'E, 20° 14.619'S
 30° 57.336'E, 20° 14.440'S
 30° 56.670'E, 20° 14.245'S
 30° 57.784'E, 20° 13.963'S
 30° 57.923'E, 20° 13.660'S
 30° 59.274'E, 20° 14.065'S
 30° 59.506'E, 20° 14.468'S
 30° 55.641'E, 20° 14.153'S
 30° 56.686'E, 20° 14.197'S
 30° 56.770'E, 20° 13.482'S
 30° 56.856'E, 20° 13.028'S
 30° 56.407'E, 20° 12.955'S
 30° 56.223'E, 20° 13.542'S
 30° 56.197'E, 20° 13.130'S
 30° 55.979'E, 20° 12.762'S
 30° 55.386'E, 20° 12.858'S
 30° 54.915'E, 20° 12.556'S
 30° 55.358'E, 20° 12.255'S
 30° 55.046'E, 20° 11.870'S
 30° 54.829'E, 20° 11.629'S
 30° 54.388'E, 20° 11.424'S
 30° 54.942'E, 20° 11.039'S
 30° 54.507'E, 20° 10.744'S
 30° 54.298'E, 20° 10.172'S
 30° 55.081'E, 20° 10.329'S
 30° 55.246'E, 20° 9.902'S
 30° 54.809'E, 20° 9.594'S
 30° 54.470'E, 20° 9.269'S
 30° 54.303'E, 20° 8.770'S
 30° 55.178'E, 20° 8.557'S
 30° 55.253'E, 20° 8.258'S
 30° 54.714'E, 20° 7.979'S
 30° 55.807'E, 20° 8.226'S
 30° 56.028'E, 20° 7.873'S
 30° 56.835'E, 20° 7.848'S
 30° 56.326'E, 20° 8.654'S
 30° 56.001'E, 20° 9.406'S
 30° 56.197'E, 20° 9.808'S
 30° 56.080'E, 20° 10.351'S
 30° 56.066'E, 20° 10.971'S
 30° 56.112'E, 20° 11.537'S
 30° 56.914'E, 20° 11.806'S
 30° 57.544'E, 20° 11.616'S
 30° 57.391'E, 20° 11.198'S
 30° 56.509'E, 20° 10.754'S
 30° 57.161'E, 20° 9.928'S
 30° 56.872'E, 20° 9.322'S
 30° 56.931'E, 20° 8.628'S
 30° 57.913'E, 20° 8.200'S
 30° 58.802'E, 20° 7.963'S
 30° 59.714'E, 20° 7.905'S
 31° 1.056'E, 20° 7.494'S
 31° 1.609'E, 20° 7.178'S
 31° 2.446'E, 20° 7.284'S
 31° 3.180'E, 20° 7.195'S
 31° 2.986'E, 20° 8.317'S
 31° 3.783'E, 20° 8.657'S
 31° 4.203'E, 20° 8.407'S
 31° 1.318'E, 20° 10.360'S
 31° 1.643'E, 20° 9.505'S
 31° 2.872'E, 20° 9.986'S
 31° 2.926'E, 20° 10.551'S
 31° 1.954'E, 20° 10.272'S
 31° 1.646'E, 20° 9.662'S
 31° 0.528'E, 20° 9.711'S
 31° 0.107'E, 20° 10.485'S
 31° 0.098'E, 20° 11.518'S
 31° 0.649'E, 20° 11.174'S
 31° 1.013'E, 20° 11.087'S
 31° 1.049'E, 20° 12.146'S
 31° 1.370'E, 20° 12.917'S
 31° 1.975'E, 20° 13.132'S
 31° 2.728'E, 20° 12.394'S
 31° 2.744'E, 20° 12.787'S
 31° 2.873'E, 20° 12.915'S
 31° 2.352'E, 20° 12.847'S
 31° 2.214'E, 20° 13.305'S
 31° 1.823'E, 20° 13.592'S
 31° 1.512'E, 20° 13.362'S
 31° 1.236'E, 20° 13.635'S
 31° 1.838'E, 20° 14.387'S
 31° 0.414'E, 20° 13.116'S
 30° 59.832'E, 20° 12.852'S
 30° 59.727'E, 20° 12.403'S
 30° 59.138'E, 20° 11.923'S
 30° 58.183'E, 20° 11.957'S
 30° 57.708'E, 20° 10.935'S
 30° 59.017'E, 20° 10.293'S
 30° 59.909'E, 20° 9.702'S
 31° 0.295'E, 20° 8.628'S
 31° 1.164'E, 20° 9.697'S
 30° 58.910'E, 20° 12.353'S
 31° 0.675'E, 20° 7.112'S
 30° 58.261'E, 20° 7.478'S
31° 1.248'E, 20° 15.607'S
31° 0.780'E, 20° 15.484'S
31° 0.680'E, 20° 14.923'S
30° 59.989'E, 20° 14.921'S
30° 59.992'E, 20° 14.469'S
31° 3.024'E, 20° 14.343'S
31° 2.451'E, 20° 14.577'S
31° 2.060'E, 20° 15.135'S
31° 1.828'E, 20° 15.153'S
31° 1.719'E, 20° 15.395'S
31° 1.442'E, 20° 15.228'S
31° 3.581'E, 20° 13.787'S
31° 3.922'E, 20° 14.263'S
31° 3.640'E, 20° 14.344'S
31° 3.468'E, 20° 14.585'S
31° 3.409'E, 20° 14.206'S
31° 3.221'E, 20° 13.874'S
31° 4.254'E, 20° 13.343'S
31° 3.824'E, 20° 13.076'S
31° 3.371'E, 20° 13.217'S
31° 3.497'E, 20° 13.355'S
31° 3.884'E, 20° 13.382'S
31° 3.839'E, 20° 13.681'S
31° 4.453'E, 20° 11.878'S
31° 4.534'E, 20° 12.193'S
31° 4.824'E, 20° 12.512'S
31° 4.057'E, 20° 12.602'S
31° 4.370'E, 20° 13.140'S
31° 4.908'E, 20° 13.269'S
31° 3.672'E, 20° 12.487'S
31° 3.651'E, 20° 12.181'S
31° 4.030'E, 20° 12.299'S
31° 4.226'E, 20° 12.097'S
31° 4.392'E, 20° 11.618'S
31° 4.918'E, 20° 11.439'S
31° 2.951'E, 20° 11.780'S
31° 3.164'E, 20° 11.323'S
31° 4.203'E, 20° 11.059'S
31° 4.070'E, 20° 10.239'S
31° 3.028'E, 20° 12.036'S
31° 3.293'E, 20° 12.061'S
31° 2.659'E, 20° 8.807'S
31° 3.286'E, 20° 8.629'S
31° 3.441'E, 20° 8.315'S
31° 3.636'E, 20° 7.736'S
31° 4.198'E, 20° 7.972'S
31° 3.624'E, 20° 8.837'S
31° 3.328'E, 20° 10.888'S
31° 4.034'E, 20° 10.821'S
31° 3.707'E, 20° 10.258'S
31° 3.910'E, 20° 9.415'S
31° 3.192'E, 20° 8.906'S
31° 2.452'E, 20° 9.189'S
31° 1.287'E, 20° 11.503'S
31° 1.962'E, 20° 11.374'S
31° 2.563'E, 20° 11.400'S
31° 2.190'E, 20° 10.821'S
31° 2.891'E, 20° 10.888'S
31° 3.250'E, 20° 10.616'S
31° 1.165'E, 20° 13.096'S
31° 1.394'E, 20° 13.254'S
31° 1.012'E, 20° 13.507'S
31° 0.945'E, 20° 13.824'S
31° 1.190'E, 20° 13.847'S
31° 1.111'E, 20° 13.656'S
31° 1.351'E, 20° 11.676'S
31° 1.248'E, 20° 11.579'S
31° 0.993'E, 20° 11.151'S
31° 0.596'E, 20° 11.196'S
31° 0.068'E, 20° 11.568'S
31° 1.288'E, 20° 10.394'S
31° 1.847'E, 20° 13.871'S
31° 1.891'E, 20° 13.653'S
31° 2.439'E, 20° 13.384'S
31° 2.370'E, 20° 12.971'S
31° 2.601'E, 20° 12.933'S
31° 2.792'E, 20° 13.227'S
31° 3.072'E, 20° 13.227'S
31° 3.108'E, 20° 12.962'S
31° 2.936'E, 20° 12.821'S
31° 2.967'E, 20° 13.085'S
31° 2.758'E, 20° 12.733'S
31° 2.702'E, 20° 12.362'S
31° 1.922'E, 20° 12.703'S
31° 1.955'E, 20° 12.525'S
31° 1.549'E, 20° 12.505'S
31° 1.787'E, 20° 12.298'S
31° 1.256'E, 20° 12.204'S
31° 1.931'E, 20° 11.936'S
31° 1.590'E, 20° 13.664'S
31° 1.696'E, 20° 14.228'S
31° 1.578'E, 20° 14.436'S
31° 1.360'E, 20° 14.357'S
31° 1.700'E, 20° 14.625'S
31° 1.947'E, 20° 14.359'S
31° 0.524'E, 20° 13.092'S
31° 0.126'E, 20° 13.299'S
31° 0.088'E, 20° 13.429'S
31° 0.265'E, 20° 13.465'S
31° 0.537'E, 20° 13.226'S
31° 0.477'E, 20° 13.088'S
30° 54.479'E, 20° 8.464'S
30° 55.227'E, 20° 9.150'S
30° 55.705'E, 20° 9.919'S
30° 55.691'E, 20° 10.562'S
30° 55.648'E, 20° 11.463'S
30° 55.989'E, 20° 11.738'S
30° 56.511'E, 20° 11.914'S
30° 57.854'E, 20° 11.757'S
30° 57.538'E, 20° 12.144'S
30° 58.028'E, 20° 12.666'S
30° 59.000'E, 20° 12.943'S
30° 59.521'E, 20° 12.671'S
31° 1.992'E, 20° 13.255'S
31° 1.643'E, 20° 16.053'S
30° 58.563'E, 20° 13.940'S
30° 57.825'E, 20° 13.301'S
30° 56.938'E, 20° 13.955'S
30° 57.177'E, 20° 13.363'S
30° 57.425'E, 20° 13.015'S
30° 59.283'E, 20° 12.714'S
30° 55.588'E, 20° 12.457'S
30° 55.363'E, 20° 11.062'S
30° 57.431'E, 20° 11.990'S
31° 1.201'E, 20° 13.264'S
31° 0.981'E, 20° 13.824'S
31° 1.578'E, 20° 13.749'S
31° 1.746'E, 20° 14.649'S
31° 1.382'E, 20° 14.396'S
31° 3.098'E, 20° 13.131'S
31° 3.391'E, 20° 13.209'S
31° 4.412'E, 20° 13.366'S
31° 4.568'E, 20° 12.371'S
31° 4.850'E, 20° 13.250'S
31° 3.401'E, 20° 14.612'S
31° 3.159'E, 20° 13.888'S
31° 2.960'E, 20° 14.033'S
31° 3.079'E, 20° 14.307'S
31° 1.979'E, 20° 14.898'S
31° 1.800'E, 20° 15.575'S
30° 57.478'E, 20° 14.672'S
30° 56.983'E, 20° 14.011'S
30° 55.697'E, 20° 14.187'S
30° 56.900'E, 20° 13.598'S
30° 57.069'E, 20° 13.147'S
30° 55.762'E, 20° 12.611'S
31° 4.077'E, 20° 10.233'S
31° 4.239'E, 20° 10.872'S
31° 3.493'E, 20° 11.227'S
31° 2.860'E, 20° 11.953'S
31° 3.438'E, 20° 12.099'S
31° 3.667'E, 20° 11.981'S
31° 3.630'E, 20° 10.082'S
31° 3.878'E, 20° 9.791'S
31° 3.334'E, 20° 9.225'S
31° 3.155'E, 20° 8.955'S
31° 2.481'E, 20° 9.285'S
31° 2.317'E, 20° 8.894'S
30° 59.461'E, 20° 14.593'S
30° 59.175'E, 20° 14.257'S
30° 59.402'E, 20° 13.910'S
31° 1.165'E, 20° 13.096'S
31° 1.394'E, 20° 13.254'S
31° 1.012'E, 20° 13.507'S
31° 0.945'E, 20° 13.824'S
31° 1.190'E, 20° 13.847'S
31° 1.111'E, 20° 13.656'S
31° 1.351'E, 20° 11.676'S
31° 1.248'E, 20° 11.579'S
31° 0.993'E, 20° 11.151'S
31° 0.536'E, 20° 11.196'S
31° 0.068'E, 20° 11.568'S
