 30° 54.808'E, 20° 8.884'S
 30° 55.331'E, 20° 9.407'S
 30° 55.605'E, 20° 9.658'S
 30° 55.598'E, 20° 10.086'S
 30° 55.869'E, 20° 10.109'S
 30° 55.749'E, 20° 10.342'S
 30° 55.578'E, 20° 10.535'S
 30° 55.560'E, 20° 10.842'S
 30° 55.511'E, 20° 11.081'S
 30° 55.428'E, 20° 11.414'S
 30° 55.559'E, 20° 11.671'S
 30° 55.621'E, 20° 11.961'S
 30° 55.729'E, 20° 12.060'S
 30° 55.646'E, 20° 12.384'S
 30° 56.013'E, 20° 12.339'S
 30° 56.295'E, 20° 12.521'S
 30° 56.706'E, 20° 12.627'S
 30° 57.203'E, 20° 12.785'S
 30° 57.431'E, 20° 12.930'S
 30° 57.775'E, 20° 12.963'S
 30° 58.230'E, 20° 12.953'S
 30° 57.897'E, 20° 12.666'S
 30° 57.863'E, 20° 12.516'S
 30° 57.931'E, 20° 12.488'S
 30° 57.663'E, 20° 12.477'S
 30° 57.500'E, 20° 12.297'S
 30° 57.330'E, 20° 12.146'S
 30° 57.425'E, 20° 11.971'S
 30° 57.579'E, 20° 11.872'S
 30° 57.459'E, 20° 11.856'S
 30° 57.179'E, 20° 12.004'S
 30° 56.912'E, 20° 11.898'S
 30° 56.443'E, 20° 12.005'S
 30° 56.323'E, 20° 11.876'S
 30° 56.178'E, 20° 11.796'S
 30° 55.899'E, 20° 11.869'S
 30° 55.788'E, 20° 11.691'S
 30° 55.783'E, 20° 11.587'S
 30° 55.673'E, 20° 11.551'S
 30° 55.512'E, 20° 11.407'S
 30° 55.515'E, 20° 11.094'S
 30° 55.614'E, 20° 10.922'S
 30° 55.479'E, 20° 11.136'S
 30° 55.467'E, 20° 11.416'S
 30° 55.509'E, 20° 11.550'S
 30° 55.657'E, 20° 11.622'S
 30° 55.663'E, 20° 11.845'S
 30° 55.787'E, 20° 11.863'S
 30° 55.956'E, 20° 11.947'S
 30° 55.801'E, 20° 12.133'S
 30° 55.747'E, 20° 12.294'S
 30° 55.927'E, 20° 12.146'S
 30° 56.104'E, 20° 11.932'S
 30° 56.351'E, 20° 11.989'S
 30° 56.597'E, 20° 12.046'S
 30° 56.868'E, 20° 12.045'S
 30° 56.701'E, 20° 12.207'S
 30° 56.916'E, 20° 11.977'S
 30° 57.181'E, 20° 12.030'S
 30° 57.375'E, 20° 11.964'S
 30° 57.485'E, 20° 11.894'S
 30° 57.021'E, 20° 12.034'S
 30° 56.619'E, 20° 12.333'S
 30° 56.601'E, 20° 12.504'S
 30° 56.159'E, 20° 12.277'S
 30° 56.361'E, 20° 12.622'S
 30° 56.593'E, 20° 12.611'S
 30° 56.742'E, 20° 12.575'S
 30° 56.740'E, 20° 12.689'S
 30° 56.962'E, 20° 12.657'S
 30° 57.191'E, 20° 12.728'S
 30° 57.240'E, 20° 12.801'S
 30° 57.454'E, 20° 12.922'S
