30° 56.360'E, 20° 12.352'S
30° 56.180'E, 20° 12.045'S
30° 57.202'E, 20° 12.586'S
30° 58.192'E, 20° 13.181'S
30° 59.212'E, 20° 13.467'S
31° 0.575'E, 20° 14.261'S
30° 57.986'E, 20° 12.393'S
30° 57.766'E, 20° 12.470'S
30° 57.390'E, 20° 12.077'S
30° 57.659'E, 20° 11.806'S
30° 57.483'E, 20° 11.816'S
30° 57.205'E, 20° 11.966'S
31° 3.444'E, 20° 13.520'S
31° 2.862'E, 20° 13.551'S
31° 3.354'E, 20° 12.712'S
31° 2.324'E, 20° 14.091'S
31° 1.084'E, 20° 14.909'S
31° 1.408'E, 20° 14.039'S
30° 58.325'E, 20° 13.059'S
30° 57.391'E, 20° 13.394'S
30° 57.125'E, 20° 13.753'S
31° 3.892'E, 20° 12.484'S
31° 3.972'E, 20° 12.861'S
31° 2.428'E, 20° 11.745'S
31° 2.126'E, 20° 14.262'S
31° 1.771'E, 20° 14.684'S
31° 1.500'E, 20° 14.479'S
31° 1.298'E, 20° 14.292'S
31° 1.391'E, 20° 14.128'S
31° 1.520'E, 20° 14.172'S
31° 0.025'E, 20° 13.382'S
31° 0.373'E, 20° 13.454'S
30° 59.997'E, 20° 13.257'S
30° 59.796'E, 20° 13.182'S
30° 59.912'E, 20° 13.111'S
30° 59.491'E, 20° 13.112'S
31° 3.444'E, 20° 13.520'S
31° 2.862'E, 20° 13.551'S
31° 3.354'E, 20° 12.712'S
31° 2.324'E, 20° 14.091'S
31° 1.084'E, 20° 14.909'S
31° 1.408'E, 20° 14.039'S
31° 1.608'E, 20° 14.180'S
31° 1.656'E, 20° 13.950'S
31° 1.572'E, 20° 13.873'S
31° 1.584'E, 20° 13.675'S
31° 1.544'E, 20° 13.614'S
31° 1.182'E, 20° 13.916'S
31° 0.803'E, 20° 13.703'S
31° 0.901'E, 20° 13.442'S
31° 1.275'E, 20° 13.214'S
31° 1.123'E, 20° 13.133'S
31° 1.043'E, 20° 13.178'S
31° 0.733'E, 20° 13.089'S
30° 59.269'E, 20° 12.726'S
30° 58.995'E, 20° 13.062'S
30° 58.772'E, 20° 13.006'S
30° 58.234'E, 20° 12.821'S
30° 57.907'E, 20° 12.544'S
30° 58.067'E, 20° 12.460'S
31° 2.656'E, 20° 10.962'S
31° 2.691'E, 20° 11.229'S
31° 2.744'E, 20° 11.305'S
31° 2.637'E, 20° 11.523'S
31° 2.388'E, 20° 11.401'S
31° 1.691'E, 20° 11.477'S
31° 2.821'E, 20° 13.215'S
31° 2.633'E, 20° 13.001'S
31° 2.571'E, 20° 13.196'S
31° 2.619'E, 20° 13.362'S
31° 2.339'E, 20° 13.513'S
31° 2.297'E, 20° 13.603'S
31° 4.041'E, 20° 7.315'S
31° 3.390'E, 20° 8.834'S
31° 3.204'E, 20° 8.703'S
31° 3.057'E, 20° 8.872'S
31° 2.798'E, 20° 8.942'S
31° 2.545'E, 20° 9.044'S
31° 3.222'E, 20° 10.651'S
31° 2.992'E, 20° 10.979'S
31° 2.367'E, 20° 10.803'S
31° 3.999'E, 20° 10.452'S
31° 3.010'E, 20° 11.105'S
31° 3.142'E, 20° 10.938'S
31° 2.066'E, 20° 11.783'S
31° 2.213'E, 20° 11.801'S
31° 2.108'E, 20° 11.913'S
31° 2.247'E, 20° 11.983'S
31° 2.206'E, 20° 12.065'S
31° 2.020'E, 20° 12.025'S
31° 4.077'E, 20° 9.325'S
31° 4.106'E, 20° 9.614'S
31° 4.003'E, 20° 9.843'S
31° 3.893'E, 20° 10.087'S
31° 3.957'E, 20° 10.531'S
31° 4.174'E, 20° 10.767'S
31° 2.567'E, 20° 8.870'S
31° 2.553'E, 20° 8.683'S
31° 2.356'E, 20° 8.639'S
31° 2.073'E, 20° 8.412'S
31° 1.835'E, 20° 8.017'S
31° 3.442'E, 20° 8.868'S
31° 1.967'E, 20° 12.294'S
31° 2.263'E, 20° 12.304'S
31° 2.690'E, 20° 12.138'S
31° 2.931'E, 20° 12.395'S
31° 2.896'E, 20° 12.604'S
31° 3.097'E, 20° 12.593'S
31° 4.246'E, 20° 7.531'S
31° 4.186'E, 20° 7.446'S
31° 4.087'E, 20° 7.383'S
31° 3.912'E, 20° 7.339'S
31° 3.818'E, 20° 7.276'S
31° 3.820'E, 20° 7.121'S
31° 3.509'E, 20° 8.361'S
31° 3.555'E, 20° 8.190'S
31° 3.468'E, 20° 7.987'S
31° 3.676'E, 20° 7.797'S
31° 3.892'E, 20° 7.630'S
31° 4.259'E, 20° 7.657'S
30° 54.917'E, 20° 8.914'S
30° 54.973'E, 20° 8.976'S
30° 55.035'E, 20° 9.038'S
30° 55.047'E, 20° 9.069'S
30° 55.064'E, 20° 9.126'S
30° 55.093'E, 20° 9.192'S
30° 55.637'E, 20° 9.642'S
30° 55.569'E, 20° 9.749'S
30° 55.540'E, 20° 9.871'S
30° 55.562'E, 20° 10.032'S
30° 55.607'E, 20° 10.059'S
30° 55.773'E, 20° 10.040'S
30° 55.675'E, 20° 9.555'S
30° 55.622'E, 20° 9.711'S
30° 55.582'E, 20° 9.802'S
