30° 55.271'E, 20° 8.940'S  
30° 55.351'E, 20° 9.314'S  
30° 55.498'E, 20° 9.519'S  
30° 55.668'E, 20° 9.584'S  
30° 55.530'E, 20° 9.797'S  
30° 55.516'E, 20° 10.029'S  
30° 53.537'E, 20° 8.246'S  
30° 54.370'E, 20° 8.523'S  
30° 54.531'E, 20° 8.420'S  
30° 54.583'E, 20° 8.670'S  
30° 54.609'E, 20° 8.794'S  
30° 54.748'E, 20° 8.772'S  
30° 58.727'E, 20° 13.922'S  
30° 59.109'E, 20° 13.685'S  
30° 59.521'E, 20° 13.854'S  
30° 59.381'E, 20° 14.060'S  
30° 59.523'E, 20° 14.060'S  
30° 59.778'E, 20° 14.297'S  
30° 55.362'E, 20° 11.149'S  
30° 55.412'E, 20° 11.616'S  
30° 55.574'E, 20° 12.093'S  
30° 55.510'E, 20° 12.494'S  
30° 55.704'E, 20° 12.368'S  
30° 55.982'E, 20° 12.442'S  
30° 55.662'E, 20° 10.028'S  
30° 55.853'E, 20° 9.997'S  
30° 55.860'E, 20° 10.195'S  
30° 55.690'E, 20° 10.380'S  
30° 55.565'E, 20° 10.742'S  
30° 55.361'E, 20° 11.160'S  
30° 57.629'E, 20° 13.301'S  
30° 57.858'E, 20° 13.219'S  
30° 57.989'E, 20° 13.474'S  
30° 58.444'E, 20° 13.645'S  
30° 58.310'E, 20° 13.853'S  
30° 58.727'E, 20° 13.922'S  
30° 56.329'E, 20° 12.722'S  
30° 56.532'E, 20° 12.661'S  
30° 56.669'E, 20° 12.805'S  
30° 56.928'E, 20° 12.743'S  
30° 57.122'E, 20° 12.846'S  
30° 57.300'E, 20° 12.978'S  
30° 57.072'E, 20° 13.960'S  
30° 57.184'E, 20° 14.058'S  
30° 57.356'E, 20° 14.213'S  
30° 57.220'E, 20° 13.877'S  
30° 57.523'E, 20° 13.514'S  
30° 57.579'E, 20° 13.493'S  
30° 57.137'E, 20° 13.513'S  
30° 56.893'E, 20° 13.713'S  
30° 56.295'E, 20° 13.842'S  
30° 56.124'E, 20° 14.018'S  
30° 56.348'E, 20° 13.891'S  
30° 56.687'E, 20° 13.862'S  
30° 55.613'E, 20° 10.783'S  
30° 55.778'E, 20° 10.878'S  
30° 55.633'E, 20° 10.972'S  
30° 55.644'E, 20° 11.468'S  
30° 55.829'E, 20° 11.559'S  
30° 55.918'E, 20° 11.705'S  
31° 0.695'E, 20° 13.221'S  
31° 0.679'E, 20° 13.118'S  
31° 1.011'E, 20° 13.190'S  
31° 0.752'E, 20° 13.576'S  
31° 0.864'E, 20° 13.864'S  
31° 0.865'E, 20° 14.090'S  
30° 59.751'E, 20° 13.547'S  
30° 59.648'E, 20° 13.230'S  
30° 59.179'E, 20° 13.230'S  
30° 59.266'E, 20° 12.959'S  
30° 59.314'E, 20° 12.737'S  
30° 58.517'E, 20° 13.828'S  
30° 57.508'E, 20° 12.029'S  
30° 57.593'E, 20° 12.259'S  
30° 57.757'E, 20° 12.454'S  
30° 57.914'E, 20° 12.357'S  
30° 58.148'E, 20° 12.509'S  
30° 57.902'E, 20° 12.614'S  
30° 58.014'E, 20° 12.751'S  
30° 58.485'E, 20° 12.982'S  
30° 59.122'E, 20° 12.993'S  
30° 59.200'E, 20° 12.731'S  
30° 59.258'E, 20° 12.636'S  
30° 59.439'E, 20° 12.721'S  
31° 0.265'E, 20° 14.132'S  
31° 0.299'E, 20° 13.799'S  
31° 0.569'E, 20° 13.548'S  
31° 0.775'E, 20° 13.303'S  
30° 59.863'E, 20° 14.174'S  
30° 59.551'E, 20° 13.809'S  
30° 58.739'E, 20° 13.698'S  
30° 58.711'E, 20° 13.547'S  
30° 58.513'E, 20° 13.536'S  
30° 58.676'E, 20° 13.240'S  
30° 58.423'E, 20° 13.312'S  
30° 58.176'E, 20° 13.342'S  
30° 59.867'E, 20° 13.097'S  
30° 59.775'E, 20° 13.190'S  
30° 59.959'E, 20° 13.297'S  
