31° 3.568'E, 20° 8.187'S  
31° 3.762'E, 20° 6.984'S  
31° 3.482'E, 20° 6.757'S  
31° 2.834'E, 20° 12.143'S  
31° 3.271'E, 20° 12.520'S  
31° 3.442'E, 20° 12.692'S  
31° 3.971'E, 20° 10.404'S  
31° 3.913'E, 20° 10.242'S  
31° 3.913'E, 20° 10.067'S  
31° 4.033'E, 20° 9.874'S  
31° 4.094'E, 20° 9.681'S  
31° 4.204'E, 20° 9.509'S  
31° 2.710'E, 20° 11.742'S  
31° 2.820'E, 20° 11.467'S  
31° 2.828'E, 20° 11.271'S  
31° 2.919'E, 20° 11.166'S  
31° 3.034'E, 20° 11.073'S  
31° 3.221'E, 20° 11.034'S  
31° 2.301'E, 20° 11.952'S  
31° 2.297'E, 20° 11.809'S  
31° 2.271'E, 20° 11.733'S  
31° 2.279'E, 20° 11.588'S  
31° 2.371'E, 20° 11.586'S  
31° 2.466'E, 20° 11.694'S  
31° 3.686'E, 20° 9.025'S  
31° 3.557'E, 20° 8.949'S  
31° 3.452'E, 20° 8.861'S  
31° 3.381'E, 20° 8.829'S  
31° 3.275'E, 20° 8.729'S  
31° 3.440'E, 20° 8.781'S  
31° 3.154'E, 20° 12.423'S  
31° 3.343'E, 20° 12.397'S  
31° 3.410'E, 20° 12.457'S  
31° 3.412'E, 20° 12.538'S  
31° 3.456'E, 20° 12.578'S  
31° 3.589'E, 20° 12.574'S  
31° 3.754'E, 20° 11.093'S  
31° 3.873'E, 20° 11.042'S  
31° 4.061'E, 20° 10.943'S  
31° 4.144'E, 20° 10.849'S  
31° 4.158'E, 20° 10.711'S  
31° 4.029'E, 20° 10.577'S  
31° 3.821'E, 20° 12.547'S  
31° 3.832'E, 20° 12.475'S  
31° 3.865'E, 20° 12.413'S  
31° 3.987'E, 20° 12.410'S  
31° 4.094'E, 20° 12.941'S  
31° 3.712'E, 20° 12.783'S  
31° 2.282'E, 20° 11.696'S  
31° 2.245'E, 20° 11.602'S  
31° 2.323'E, 20° 11.568'S  
31° 2.448'E, 20° 11.586'S  
31° 2.553'E, 20° 11.689'S  
31° 2.554'E, 20° 11.710'S  
31° 3.314'E, 20° 13.006'S  
31° 3.339'E, 20° 12.855'S  
31° 3.304'E, 20° 12.724'S  
31° 3.235'E, 20° 12.574'S  
31° 3.111'E, 20° 12.465'S  
31° 3.001'E, 20° 12.529'S  
31° 2.598'E, 20° 12.055'S  
31° 2.755'E, 20° 12.062'S  
31° 2.868'E, 20° 12.100'S  
31° 2.914'E, 20° 12.140'S  
31° 2.983'E, 20° 12.221'S  
31° 2.997'E, 20° 12.324'S  
31° 2.333'E, 20° 14.152'S  
31° 2.244'E, 20° 14.297'S  
31° 2.233'E, 20° 14.440'S  
31° 2.220'E, 20° 14.133'S  
31° 2.487'E, 20° 13.933'S  
31° 2.741'E, 20° 13.700'S  
31° 2.850'E, 20° 12.266'S  
31° 2.770'E, 20° 12.176'S  
31° 2.379'E, 20° 12.186'S  
31° 2.211'E, 20° 12.170'S  
31° 2.408'E, 20° 12.071'S  
31° 2.326'E, 20° 11.959'S  
31° 2.846'E, 20° 13.665'S  
31° 2.754'E, 20° 13.711'S  
31° 2.719'E, 20° 13.841'S  
31° 2.718'E, 20° 14.013'S  
31° 2.707'E, 20° 14.137'S  
31° 2.481'E, 20° 14.190'S  
31° 3.251'E, 20° 13.382'S  
31° 3.320'E, 20° 13.402'S  
31° 3.479'E, 20° 13.441'S  
31° 3.580'E, 20° 13.514'S  
31° 3.477'E, 20° 13.550'S  
31° 3.450'E, 20° 13.691'S  
31° 2.326'E, 20° 11.663'S  
31° 2.373'E, 20° 11.705'S  
31° 2.307'E, 20° 11.759'S  
31° 2.289'E, 20° 11.865'S  
31° 2.359'E, 20° 11.947'S  
31° 2.385'E, 20° 12.041'S  
31° 3.290'E, 20° 13.674'S  
31° 3.247'E, 20° 13.566'S  
31° 3.317'E, 20° 13.488'S  
31° 3.122'E, 20° 13.504'S  
31° 2.951'E, 20° 13.444'S  
31° 3.006'E, 20° 13.617'S  
31° 0.710'E, 20° 14.513'S  
31° 0.575'E, 20° 14.515'S  
31° 0.514'E, 20° 14.391'S  
31° 0.351'E, 20° 14.248'S  
31° 0.243'E, 20° 14.113'S  
31° 0.447'E, 20° 14.108'S  
31° 3.314'E, 20° 13.006'S  
31° 3.339'E, 20° 12.855'S  
31° 3.304'E, 20° 12.724'S  
31° 3.235'E, 20° 12.574'S  
31° 3.111'E, 20° 12.465'S  
31° 3.001'E, 20° 12.529'S  
31° 0.793'E, 20° 13.959'S  
31° 0.906'E, 20° 13.956'S  
31° 1.102'E, 20° 14.078'S  
31° 1.260'E, 20° 14.074'S  
31° 1.373'E, 20° 14.039'S  
31° 0.687'E, 20° 13.865'S  
31° 0.652'E, 20° 13.520'S  
31° 0.528'E, 20° 13.556'S  
31° 0.429'E, 20° 13.668'S  
31° 0.273'E, 20° 13.748'S  
31° 0.114'E, 20° 13.775'S  
30° 59.912'E, 20° 13.606'S  
31° 1.868'E, 20° 14.883'S  
31° 1.659'E, 20° 15.074'S  
31° 1.673'E, 20° 15.215'S  
31° 1.516'E, 20° 15.067'S  
31° 1.382'E, 20° 15.040'S  
31° 1.297'E, 20° 15.185'S  
31° 1.100'E, 20° 15.262'S  
31° 1.125'E, 20° 14.966'S  
31° 0.946'E, 20° 14.930'S  
31° 1.109'E, 20° 14.781'S  
31° 1.141'E, 20° 14.698'S  
31° 1.071'E, 20° 14.605'S  
31° 1.857'E, 20° 14.945'S  
31° 1.857'E, 20° 14.812'S  
31° 1.989'E, 20° 14.684'S  
31° 2.022'E, 20° 14.558'S  
31° 2.178'E, 20° 14.533'S  
31° 2.189'E, 20° 14.460'S  
31° 1.332'E, 20° 14.745'S  
31° 1.263'E, 20° 14.673'S  
31° 1.206'E, 20° 14.612'S  
31° 1.260'E, 20° 14.559'S  
31° 1.215'E, 20° 14.518'S  
31° 1.090'E, 20° 14.459'S  
31° 2.925'E, 20° 13.772'S  
31° 2.800'E, 20° 13.915'S  
31° 2.798'E, 20° 14.053'S  
31° 2.662'E, 20° 14.183'S  
31° 2.728'E, 20° 14.266'S  
31° 2.367'E, 20° 14.424'S  
31° 1.308'E, 20° 14.673'S  
31° 1.384'E, 20° 14.598'S  
31° 1.553'E, 20° 14.666'S  
31° 1.611'E, 20° 14.757'S  
31° 1.617'E, 20° 14.860'S  
31° 1.512'E, 20° 14.853'S  
31° 0.824'E, 20° 13.862'S
31° 1.032'E, 20° 14.006'S
31° 1.225'E, 20° 14.011'S
31° 1.382'E, 20° 13.921'S
31° 1.482'E, 20° 13.833'S
31° 1.485'E, 20° 13.961'S
31° 1.419'E, 20° 14.101'S
31° 1.308'E, 20° 14.189'S
31° 1.244'E, 20° 14.339'S
31° 1.347'E, 20° 14.420'S
31° 1.428'E, 20° 14.554'S
31° 1.520'E, 20° 14.655'S
31° 0.090'E, 20° 13.492'S
31° 0.289'E, 20° 13.596'S
31° 0.467'E, 20° 13.460'S
31° 0.782'E, 20° 13.265'S
31° 1.012'E, 20° 13.280'S
31° 0.846'E, 20° 13.471'S
30° 59.745'E, 20° 13.192'S
30° 59.797'E, 20° 13.338'S
30° 59.782'E, 20° 13.494'S
30° 59.711'E, 20° 13.610'S
30° 59.809'E, 20° 13.680'S
30° 59.840'E, 20° 13.761'S
31° 2.668'E, 20° 13.223'S
31° 2.794'E, 20° 13.286'S
31° 3.057'E, 20° 13.322'S
31° 3.230'E, 20° 13.317'S
31° 3.445'E, 20° 13.420'S
31° 3.616'E, 20° 13.459'S
31° 0.018'E, 20° 13.756'S
30° 59.977'E, 20° 13.665'S
30° 59.938'E, 20° 13.490'S
31° 0.094'E, 20° 13.486'S
31° 0.232'E, 20° 13.668'S
31° 0.181'E, 20° 13.844'S
31° 3.648'E, 20° 13.556'S
31° 3.475'E, 20° 13.604'S
31° 3.494'E, 20° 13.776'S
31° 3.546'E, 20° 13.967'S
