 30° 54.318'E, 20° 8.766'S
 30° 54.135'E, 20° 9.993'S
 30° 54.137'E, 20° 10.196'S
 30° 53.994'E, 20° 11.167'S
 30° 54.448'E, 20° 12.105'S
 30° 55.094'E, 20° 13.391'S
 30° 55.633'E, 20° 14.505'S
 30° 57.655'E, 20° 15.051'S
 30° 59.801'E, 20° 15.597'S
 31° 1.657'E, 20° 16.101'S
 31° 3.551'E, 20° 14.956'S
 31° 5.501'E, 20° 13.707'S
 31° 5.487'E, 20° 12.024'S
 31° 5.522'E, 20° 10.666'S
 31° 4.985'E, 20° 9.528'S
 31° 4.707'E, 20° 8.801'S
 31° 4.389'E, 20° 7.967'S
 31° 3.779'E, 20° 6.637'S
 31° 1.951'E, 20° 6.841'S
 30° 58.888'E, 20° 7.306'S
 30° 56.213'E, 20° 7.776'S
 30° 54.341'E, 20° 8.024'S
 30° 54.226'E, 20° 8.887'S
 30° 54.114'E, 20° 9.932'S
 30° 53.988'E, 20° 11.135'S
 30° 54.532'E, 20° 8.966'S
 30° 54.466'E, 20° 9.812'S
 30° 54.382'E, 20° 10.560'S
 30° 54.448'E, 20° 11.146'S
 30° 54.661'E, 20° 11.766'S
 30° 54.934'E, 20° 12.709'S
 30° 55.449'E, 20° 13.573'S
 30° 55.927'E, 20° 14.307'S
 30° 56.996'E, 20° 14.721'S
 30° 57.932'E, 20° 15.015'S
 30° 59.238'E, 20° 15.295'S
 31° 0.585'E, 20° 15.548'S
 31° 1.770'E, 20° 15.879'S
 31° 2.062'E, 20° 15.715'S
 31° 2.604'E, 20° 15.360'S
 31° 3.308'E, 20° 14.896'S
 31° 4.018'E, 20° 14.419'S
 31° 4.696'E, 20° 14.032'S
 31° 5.296'E, 20° 13.627'S
 31° 5.321'E, 20° 12.919'S
 31° 5.375'E, 20° 12.143'S
 31° 5.397'E, 20° 11.608'S
 31° 5.407'E, 20° 10.627'S
 31° 5.191'E, 20° 10.134'S
 31° 4.925'E, 20° 9.465'S
 31° 4.682'E, 20° 8.981'S
 31° 4.379'E, 20° 8.425'S
 31° 3.975'E, 20° 7.911'S
 31° 3.871'E, 20° 7.515'S
 31° 3.428'E, 20° 7.116'S
 31° 1.852'E, 20° 7.717'S
 31° 2.280'E, 20° 8.313'S
 31° 2.772'E, 20° 8.900'S
 31° 3.119'E, 20° 8.719'S
 31° 3.276'E, 20° 8.467'S
 31° 2.721'E, 20° 8.153'S
 31° 3.122'E, 20° 7.552'S
 31° 3.816'E, 20° 7.545'S
 31° 3.795'E, 20° 8.725'S
 31° 4.198'E, 20° 8.362'S
 31° 4.275'E, 20° 9.133'S
 31° 4.672'E, 20° 9.565'S
 31° 4.229'E, 20° 10.129'S
 31° 4.801'E, 20° 10.499'S
 31° 4.723'E, 20° 12.130'S
 31° 5.059'E, 20° 12.495'S
 31° 4.569'E, 20° 12.885'S
 31° 5.102'E, 20° 13.085'S
 31° 5.157'E, 20° 13.562'S
 31° 4.563'E, 20° 13.931'S
 31° 4.062'E, 20° 13.996'S
 31° 3.306'E, 20° 14.511'S
 31° 2.942'E, 20° 14.932'S
 31° 2.490'E, 20° 15.242'S
 31° 1.817'E, 20° 15.694'S
 31° 1.119'E, 20° 15.720'S
 31° 0.631'E, 20° 15.558'S
 31° 0.212'E, 20° 15.198'S
 30° 59.597'E, 20° 14.610'S
 30° 58.979'E, 20° 14.425'S
 30° 58.486'E, 20° 14.800'S
 30° 57.577'E, 20° 14.619'S
 30° 57.336'E, 20° 14.440'S
 30° 56.670'E, 20° 14.245'S
 30° 57.784'E, 20° 13.963'S
 30° 57.923'E, 20° 13.660'S
 30° 59.274'E, 20° 14.065'S
 30° 59.506'E, 20° 14.468'S
 30° 55.641'E, 20° 14.153'S
 30° 56.686'E, 20° 14.197'S
 30° 56.770'E, 20° 13.482'S
 30° 56.856'E, 20° 13.028'S
 30° 56.407'E, 20° 12.955'S
 30° 56.223'E, 20° 13.542'S
 30° 56.197'E, 20° 13.130'S
 30° 55.979'E, 20° 12.762'S
 30° 55.386'E, 20° 12.858'S
 30° 54.915'E, 20° 12.556'S
 30° 55.358'E, 20° 12.255'S
 30° 55.046'E, 20° 11.870'S
 30° 54.829'E, 20° 11.629'S
 30° 54.388'E, 20° 11.424'S
 30° 54.942'E, 20° 11.039'S
 30° 54.507'E, 20° 10.744'S
 30° 54.298'E, 20° 10.172'S
 30° 55.081'E, 20° 10.329'S
 30° 55.246'E, 20° 9.902'S
 30° 54.809'E, 20° 9.594'S
 30° 54.470'E, 20° 9.269'S
 30° 54.303'E, 20° 8.770'S
 30° 55.178'E, 20° 8.557'S
 30° 55.253'E, 20° 8.258'S
 30° 54.714'E, 20° 7.979'S
 30° 55.807'E, 20° 8.226'S
 30° 56.028'E, 20° 7.873'S
 30° 56.835'E, 20° 7.848'S
 30° 56.326'E, 20° 8.654'S
 30° 56.001'E, 20° 9.406'S
 30° 56.197'E, 20° 9.808'S
 30° 56.080'E, 20° 10.351'S
 30° 56.066'E, 20° 10.971'S
 30° 56.112'E, 20° 11.537'S
 30° 56.914'E, 20° 11.806'S
 30° 57.544'E, 20° 11.616'S
 30° 57.391'E, 20° 11.198'S
 30° 56.509'E, 20° 10.754'S
 30° 57.161'E, 20° 9.928'S
 30° 56.872'E, 20° 9.322'S
 30° 56.931'E, 20° 8.628'S
 30° 57.913'E, 20° 8.200'S
 30° 58.802'E, 20° 7.963'S
 30° 59.714'E, 20° 7.905'S
 31° 1.056'E, 20° 7.494'S
 31° 1.609'E, 20° 7.178'S
 31° 2.446'E, 20° 7.284'S
 31° 3.180'E, 20° 7.195'S
 31° 2.986'E, 20° 8.317'S
 31° 3.783'E, 20° 8.657'S
 31° 4.203'E, 20° 8.407'S
 31° 1.318'E, 20° 10.360'S
 31° 1.643'E, 20° 9.505'S
 31° 2.872'E, 20° 9.986'S
 31° 2.926'E, 20° 10.551'S
 31° 1.954'E, 20° 10.272'S
 31° 1.646'E, 20° 9.662'S
 31° 0.528'E, 20° 9.711'S
 31° 0.107'E, 20° 10.485'S
 31° 0.098'E, 20° 11.518'S
 31° 0.649'E, 20° 11.174'S
 31° 1.013'E, 20° 11.087'S
 31° 1.370'E, 20° 12.917'S
 31° 1.975'E, 20° 13.132'S
 31° 2.728'E, 20° 12.394'S
 31° 2.744'E, 20° 12.787'S
 31° 2.873'E, 20° 12.915'S
 31° 2.352'E, 20° 12.847'S
 31° 2.214'E, 20° 13.305'S
 31° 1.823'E, 20° 13.592'S
 31° 1.512'E, 20° 13.362'S
 31° 1.236'E, 20° 13.635'S
 31° 1.838'E, 20° 14.387'S
 31° 0.414'E, 20° 13.116'S
 30° 59.832'E, 20° 12.852'S
 30° 59.727'E, 20° 12.403'S
 30° 59.138'E, 20° 11.923'S
 30° 58.183'E, 20° 11.957'S
 30° 57.708'E, 20° 10.935'S
 30° 59.017'E, 20° 10.293'S
 30° 59.909'E, 20° 9.702'S
 31° 0.295'E, 20° 8.628'S
 31° 1.164'E, 20° 9.697'S
 30° 58.910'E, 20° 12.353'S
 31° 0.675'E, 20° 7.112'S
 30° 58.261'E, 20° 7.478'S
30° 55.467'E, 20° 12.226'S
30° 55.266'E, 20° 11.569'S
30° 54.825'E, 20° 11.365'S
30° 55.564'E, 20° 10.278'S
30° 54.749'E, 20° 9.222'S
30° 55.666'E, 20° 13.653'S
31° 4.473'E, 20° 13.484'S
31° 3.894'E, 20° 13.202'S
31° 3.356'E, 20° 13.184'S
31° 3.877'E, 20° 13.233'S
31° 3.973'E, 20° 13.908'S
31° 3.654'E, 20° 13.977'S
31° 1.982'E, 20° 8.406'S
31° 2.627'E, 20° 8.425'S
31° 2.715'E, 20° 8.808'S
31° 3.254'E, 20° 8.704'S
31° 3.343'E, 20° 8.335'S
31° 3.854'E, 20° 7.594'S
31° 4.115'E, 20° 11.729'S
31° 5.149'E, 20° 11.383'S
31° 4.605'E, 20° 11.837'S
31° 4.817'E, 20° 12.542'S
31° 4.117'E, 20° 12.638'S
31° 4.850'E, 20° 13.250'S
31° 3.401'E, 20° 14.612'S
31° 3.159'E, 20° 13.888'S
31° 2.960'E, 20° 14.033'S
31° 3.079'E, 20° 14.307'S
31° 1.979'E, 20° 14.898'S
31° 1.800'E, 20° 15.575'S
30° 57.478'E, 20° 14.672'S
30° 56.983'E, 20° 14.011'S
30° 55.697'E, 20° 14.187'S
30° 56.900'E, 20° 13.598'S
30° 57.069'E, 20° 13.147'S
30° 55.762'E, 20° 12.611'S
31° 4.077'E, 20° 10.233'S
31° 4.239'E, 20° 10.872'S
31° 3.493'E, 20° 11.227'S
31° 2.860'E, 20° 11.953'S
31° 3.438'E, 20° 12.099'S
31° 3.667'E, 20° 11.981'S
31° 3.630'E, 20° 10.082'S
31° 3.878'E, 20° 9.791'S
31° 3.334'E, 20° 9.225'S
31° 3.155'E, 20° 8.955'S
31° 2.481'E, 20° 9.285'S
31° 2.317'E, 20° 8.894'S
30° 59.461'E, 20° 14.593'S
30° 59.175'E, 20° 14.257'S
30° 59.402'E, 20° 13.910'S
30° 59.612'E, 20° 13.937'S
30° 58.028'E, 20° 14.018'S
30° 57.767'E, 20° 13.388'S
31° 1.839'E, 20° 14.297'S
31° 1.784'E, 20° 14.555'S
31° 1.972'E, 20° 12.581'S
31° 2.252'E, 20° 13.535'S
31° 2.450'E, 20° 13.346'S
30° 56.005'E, 20° 10.227'S
30° 55.723'E, 20° 10.659'S
30° 56.043'E, 20° 10.941'S
30° 55.646'E, 20° 11.378'S
30° 56.616'E, 20° 11.805'S
30° 56.990'E, 20° 11.499'S
31° 0.237'E, 20° 13.369'S
31° 0.502'E, 20° 13.099'S
31° 1.436'E, 20° 13.076'S
31° 1.014'E, 20° 13.468'S
31° 0.899'E, 20° 13.776'S
31° 1.652'E, 20° 13.590'S
31° 3.137'E, 20° 12.903'S
31° 3.097'E, 20° 13.116'S
31° 2.734'E, 20° 12.745'S
31° 2.693'E, 20° 12.369'S
31° 1.609'E, 20° 12.484'S
31° 0.968'E, 20° 12.117'S
31° 3.630'E, 20° 10.082'S
31° 3.876'E, 20° 9.791'S
31° 3.334'E, 20° 9.225'S
31° 3.155'E, 20° 8.955'S
31° 2.481'E, 20° 9.285'S
31° 2.317'E, 20° 8.894'S
30° 57.655'E, 20° 12.118'S
30° 58.772'E, 20° 12.456'S
30° 58.214'E, 20° 12.696'S
30° 58.650'E, 20° 12.975'S
30° 58.986'E, 20° 12.949'S
30° 59.202'E, 20° 12.526'S
30° 54.396'E, 20° 8.365'S
30° 54.705'E, 20° 8.241'S
30° 54.862'E, 20° 8.644'S
30° 55.098'E, 20° 8.935'S
30° 55.505'E, 20° 8.671'S
30° 55.311'E, 20° 9.134'S
31° 1.043'E, 20° 11.424'S
31° 2.224'E, 20° 11.217'S
31° 2.030'E, 20° 10.617'S
31° 2.854'E, 20° 10.825'S
31° 3.275'E, 20° 10.503'S
31° 3.331'E, 20° 10.835'S
31° 4.012'E, 20° 10.755'S  
31° 3.443'E, 20° 10.778'S  
31° 2.941'E, 20° 8.532'S
31° 2.957'E, 20° 8.775'S
31° 2.642'E, 20° 8.892'S
31° 2.632'E, 20° 8.496'S
31° 2.017'E, 20° 8.395'S
31° 1.712'E, 20° 7.749'S
31° 3.372'E, 20° 13.179'S
31° 3.815'E, 20° 13.070'S
31° 4.281'E, 20° 13.417'S
31° 5.195'E, 20° 13.748'S
31° 4.507'E, 20° 13.019'S
31° 4.176'E, 20° 12.653'S
31° 4.937'E, 20° 12.553'S
31° 4.636'E, 20° 12.196'S
31° 4.592'E, 20° 11.902'S
31° 5.188'E, 20° 11.715'S
31° 5.407'E, 20° 11.764'S
31° 5.383'E, 20° 11.562'S
31° 4.100'E, 20° 12.200'S
31° 3.965'E, 20° 12.187'S
31° 3.628'E, 20° 11.893'S
31° 3.651'E, 20° 12.328'S
31° 3.496'E, 20° 12.376'S
31° 3.561'E, 20° 12.206'S
31° 3.157'E, 20° 14.266'S
31° 2.995'E, 20° 13.915'S
31° 3.318'E, 20° 14.648'S
31° 4.055'E, 20° 14.110'S
31° 3.622'E, 20° 13.921'S
31° 3.934'E, 20° 13.988'S
30° 59.815'E, 20° 14.649'S
30° 59.846'E, 20° 14.950'S
31° 0.465'E, 20° 14.914'S
31° 0.852'E, 20° 15.473'S
31° 1.625'E, 20° 16.046'S
30° 56.371'E, 20° 13.105'S  
30° 54.153'E, 20° 10.934'S  
30° 53.958'E, 20° 11.187'S  
30° 54.359'E, 20° 11.166'S  
30° 54.634'E, 20° 11.800'S  
30° 55.242'E, 20° 11.566'S  
30° 54.911'E, 20° 11.867'S  
30° 56.519'E, 20° 13.372'S  
30° 56.866'E, 20° 13.210'S  
30° 56.511'E, 20° 13.497'S  
30° 55.914'E, 20° 13.784'S  
30° 55.717'E, 20° 14.099'S  
30° 55.356'E, 20° 14.044'S  
31° 0.523'E, 20° 15.080'S  
31° 0.764'E, 20° 15.523'S  
31° 1.273'E, 20° 15.588'S  
31° 1.462'E, 20° 16.118'S  
31° 1.744'E, 20° 16.031'S  
31° 1.581'E, 20° 15.688'S  
30° 55.144'E, 20° 10.281'S  
30° 55.677'E, 20° 10.202'S  
30° 55.509'E, 20° 10.364'S  
30° 55.143'E, 20° 10.994'S  
31° 0.942'E, 20° 11.067'S
31° 0.547'E, 20° 11.124'S
31° 0.101'E, 20° 11.491'S
31° 1.357'E, 20° 10.336'S
31° 2.418'E, 20° 10.264'S
31° 3.041'E, 20° 9.948'S
31° 3.829'E, 20° 10.540'S
31° 3.921'E, 20° 9.838'S
31° 3.936'E, 20° 9.407'S
31° 3.190'E, 20° 8.829'S
31° 2.508'E, 20° 9.226'S
