30° 54.631'E, 20° 8.668'S  
30° 54.751'E, 20° 8.820'S  
30° 54.872'E, 20° 8.921'S  
30° 55.001'E, 20° 9.070'S  
30° 55.082'E, 20° 9.227'S  
30° 55.280'E, 20° 9.293'S  
30° 55.358'E, 20° 9.296'S  
30° 55.397'E, 20° 9.367'S  
30° 55.436'E, 20° 9.449'S  
30° 55.517'E, 20° 9.544'S  
30° 55.636'E, 20° 9.583'S  
30° 55.586'E, 20° 9.772'S  
30° 55.542'E, 20° 9.893'S  
30° 55.558'E, 20° 9.959'S  
30° 55.582'E, 20° 10.059'S  
30° 55.616'E, 20° 10.038'S  
30° 55.714'E, 20° 10.041'S  
30° 55.791'E, 20° 10.023'S  
30° 55.842'E, 20° 10.058'S  
30° 55.850'E, 20° 10.159'S  
30° 55.841'E, 20° 10.239'S  
30° 55.781'E, 20° 10.285'S  
30° 55.720'E, 20° 10.350'S  
30° 55.639'E, 20° 10.408'S  
30° 55.566'E, 20° 10.502'S  
30° 55.559'E, 20° 10.598'S  
30° 55.550'E, 20° 10.694'S  
30° 55.553'E, 20° 10.790'S  
30° 55.618'E, 20° 10.907'S  
30° 55.565'E, 20° 10.906'S  
30° 55.772'E, 20° 11.600'S  
30° 55.690'E, 20° 11.674'S  
30° 55.653'E, 20° 11.843'S  
30° 55.606'E, 20° 11.926'S  
30° 55.709'E, 20° 12.022'S  
30° 55.802'E, 20° 11.981'S  
30° 55.554'E, 20° 11.007'S  
30° 55.458'E, 20° 11.117'S  
30° 55.529'E, 20° 11.162'S  
30° 55.481'E, 20° 11.227'S  
30° 55.410'E, 20° 11.248'S  
30° 55.280'E, 20° 11.323'S  
30° 55.827'E, 20° 11.856'S  
30° 55.779'E, 20° 11.992'S  
30° 55.777'E, 20° 12.085'S  
30° 55.718'E, 20° 12.239'S  
30° 55.636'E, 20° 12.381'S  
30° 55.831'E, 20° 12.302'S  
30° 55.476'E, 20° 11.078'S  
30° 55.550'E, 20° 11.081'S  
30° 55.541'E, 20° 11.182'S  
30° 55.476'E, 20° 11.200'S  
30° 55.429'E, 20° 11.269'S  
30° 55.472'E, 20° 11.381'S  
30° 55.582'E, 20° 10.487'S  
30° 55.556'E, 20° 10.613'S  
30° 55.544'E, 20° 10.681'S  
30° 55.555'E, 20° 10.761'S  
30° 55.543'E, 20° 10.806'S  
30° 55.626'E, 20° 10.908'S  
30° 57.609'E, 20° 11.819'S  
