31° 1.603'E, 20° 14.965'S
31° 1.962'E, 20° 14.791'S
31° 2.179'E, 20° 14.491'S
31° 2.166'E, 20° 14.055'S
31° 2.655'E, 20° 14.180'S
31° 2.662'E, 20° 13.779'S
31° 2.295'E, 20° 11.099'S
31° 3.742'E, 20° 13.245'S
31° 2.686'E, 20° 13.772'S
31° 0.318'E, 20° 14.392'S
30° 58.100'E, 20° 12.547'S
31° 1.426'E, 20° 15.749'S
31° 4.792'E, 20° 11.646'S
31° 1.632'E, 20° 12.576'S
31° 1.206'E, 20° 12.212'S
31° 0.949'E, 20° 11.603'S
31° 1.946'E, 20° 11.383'S
31° 3.200'E, 20° 10.747'S
31° 0.906'E, 20° 13.311'S
31° 0.388'E, 20° 13.968'S
31° 0.163'E, 20° 14.717'S
31° 0.888'E, 20° 14.478'S
31° 1.360'E, 20° 14.085'S
31° 1.124'E, 20° 14.877'S
30° 57.558'E, 20° 13.567'S
30° 58.261'E, 20° 13.461'S
30° 59.349'E, 20° 13.050'S
30° 58.997'E, 20° 13.997'S
30° 59.624'E, 20° 14.010'S
31° 6.404'E, 20° 13.758'S
30° 56.760'E, 20° 11.346'S
30° 56.750'E, 20° 11.652'S
30° 56.388'E, 20° 11.826'S
30° 56.239'E, 20° 11.460'S
30° 56.032'E, 20° 11.556'S
30° 55.806'E, 20° 11.453'S
30° 55.560'E, 20° 12.614'S
30° 56.123'E, 20° 11.830'S
30° 56.855'E, 20° 12.088'S
30° 56.895'E, 20° 11.610'S
30° 57.744'E, 20° 11.835'S
30° 57.331'E, 20° 12.552'S
30° 55.596'E, 20° 10.936'S
30° 56.063'E, 20° 10.972'S
30° 55.375'E, 20° 11.225'S
30° 55.067'E, 20° 11.396'S
30° 54.533'E, 20° 11.617'S
30° 55.659'E, 20° 11.719'S
30° 56.670'E, 20° 12.828'S
30° 57.165'E, 20° 12.937'S
30° 57.318'E, 20° 13.278'S
30° 57.084'E, 20° 13.724'S
30° 56.521'E, 20° 13.961'S
30° 57.107'E, 20° 13.900'S
31° 3.648'E, 20° 13.641'S
31° 3.583'E, 20° 14.342'S
31° 4.214'E, 20° 13.198'S
31° 3.814'E, 20° 12.802'S
31° 3.794'E, 20° 12.371'S
31° 4.400'E, 20° 12.480'S
30° 59.901'E, 20° 13.261'S
31° 0.157'E, 20° 13.172'S
30° 59.737'E, 20° 13.118'S
30° 59.619'E, 20° 12.836'S
30° 59.316'E, 20° 12.583'S
30° 59.147'E, 20° 12.767'S
31° 1.995'E, 20° 13.742'S
