31° 3.972'E, 20° 10.110'S  
31° 4.093'E, 20° 9.703'S  
31° 4.100'E, 20° 9.317'S  
31° 3.656'E, 20° 9.038'S  
31° 3.144'E, 20° 8.784'S  
31° 2.803'E, 20° 8.978'S  
31° 2.465'E, 20° 8.710'S  
31° 2.246'E, 20° 8.566'S  
31° 3.479'E, 20° 8.442'S  
31° 3.589'E, 20° 8.303'S  
31° 3.446'E, 20° 8.037'S  
31° 3.705'E, 20° 7.810'S  
31° 2.346'E, 20° 11.463'S  
31° 2.620'E, 20° 11.639'S  
31° 2.851'E, 20° 11.484'S  
31° 2.825'E, 20° 11.196'S  
31° 2.476'E, 20° 11.001'S  
31° 2.470'E, 20° 10.743'S  
31° 4.455'E, 20° 12.240'S  
31° 4.341'E, 20° 11.799'S  
31° 4.178'E, 20° 12.375'S  
31° 3.854'E, 20° 12.610'S  
31° 3.846'E, 20° 12.824'S  
31° 3.449'E, 20° 12.599'S  
31° 2.604'E, 20° 11.455'S  
31° 2.647'E, 20° 11.231'S  
31° 2.224'E, 20° 10.958'S  
31° 2.226'E, 20° 10.661'S  
31° 2.507'E, 20° 10.639'S  
31° 2.965'E, 20° 10.970'S  
31° 3.038'E, 20° 11.073'S  
31° 3.193'E, 20° 10.741'S  
31° 3.264'E, 20° 11.115'S  
31° 3.502'E, 20° 11.090'S  
31° 3.776'E, 20° 11.084'S  
31° 3.982'E, 20° 11.000'S  
31° 3.913'E, 20° 10.292'S  
31° 3.964'E, 20°  9.867'S  
31° 4.074'E, 20°  9.438'S  
31° 3.961'E, 20°  9.180'S  
31° 3.692'E, 20°  9.064'S  
31° 3.455'E, 20°  8.872'S  
31° 3.266'E, 20° 10.637'S  
31° 3.277'E, 20° 10.898'S  
31° 3.481'E, 20° 10.888'S  
31° 3.694'E, 20° 11.013'S  
31° 4.121'E, 20° 10.781'S  
31° 3.946'E, 20° 10.583'S  
31° 4.059'E, 20° 10.947'S  
31° 4.185'E, 20° 10.697'S  
31° 4.025'E, 20° 10.315'S  
31° 4.055'E, 20°  9.856'S  
31° 4.156'E, 20°  9.435'S  
31° 3.904'E, 20°  9.005'S  
31° 3.122'E, 20° 12.576'S  
31° 3.008'E, 20° 12.264'S  
31° 2.619'E, 20° 12.154'S  
31° 2.356'E, 20° 12.173'S  
31° 2.052'E, 20° 12.274'S  
31° 1.816'E, 20° 12.189'S  
31° 4.258'E, 20° 12.233'S  
31° 3.944'E, 20° 12.359'S  
31° 4.124'E, 20° 12.467'S  
31° 4.358'E, 20° 12.330'S  
31° 4.429'E, 20° 12.284'S  
31° 4.327'E, 20° 11.775'S  
31° 2.688'E, 20° 12.030'S  
31° 3.007'E, 20° 11.532'S  
31° 3.291'E, 20° 11.130'S  
31° 3.291'E, 20° 12.814'S  
31° 2.837'E, 20° 12.656'S  
31° 2.901'E, 20° 12.378'S  
31° 4.455'E, 20° 12.240'S  
31° 4.341'E, 20° 11.799'S  
31° 4.178'E, 20° 12.375'S  
31° 3.854'E, 20° 12.610'S  
31° 3.846'E, 20° 12.824'S  
31° 3.449'E, 20° 12.599'S  
31° 2.181'E, 20° 12.359'S  
31° 1.823'E, 20° 12.425'S  
31° 1.785'E, 20° 12.187'S  
31° 1.464'E, 20° 12.159'S  
31° 1.254'E, 20° 12.097'S  
31° 1.799'E, 20° 11.999'S  
31° 3.249'E, 20° 13.133'S  
31° 3.278'E, 20° 12.994'S  
31° 3.331'E, 20° 12.902'S  
31° 3.377'E, 20° 12.951'S  
31° 3.430'E, 20° 12.898'S  
31° 3.384'E, 20° 12.865'S  
31° 3.384'E, 20° 12.865'S  
31° 3.829'E, 20° 12.932'S  
31° 4.104'E, 20° 13.072'S  
31° 4.277'E, 20° 13.218'S  
31° 4.648'E, 20° 13.345'S  
31° 4.294'E, 20° 13.085'S  
31° 5.209'E, 20° 11.515'S  
31° 5.554'E, 20° 11.358'S  
31° 5.780'E, 20° 11.349'S  
31° 5.173'E, 20° 11.527'S  
31° 4.891'E, 20° 11.473'S  
31° 4.700'E, 20° 11.495'S  
31° 3.853'E, 20° 12.346'S  
31° 3.719'E, 20° 12.107'S  
31° 3.750'E, 20° 12.309'S  
31° 3.769'E, 20° 12.531'S  
31° 3.451'E, 20° 12.433'S  
31° 3.417'E, 20° 12.221'S  
31° 4.030'E, 20° 12.558'S  
31° 4.471'E, 20° 12.367'S  
31° 4.656'E, 20° 12.347'S  
31° 4.481'E, 20° 12.165'S  
31° 4.398'E, 20° 11.935'S  
31° 4.647'E, 20° 11.619'S  
31° 4.515'E, 20° 11.667'S  
31° 4.279'E, 20° 11.666'S  
31° 4.270'E, 20° 11.999'S  
31° 4.356'E, 20° 12.103'S  
31° 4.369'E, 20° 11.788'S  
31° 4.647'E, 20° 11.607'S  
31° 4.455'E, 20° 12.240'S  
31° 4.341'E, 20° 11.799'S  
31° 4.178'E, 20° 12.375'S  
31° 3.854'E, 20° 12.610'S  
31° 3.846'E, 20° 12.824'S  
31° 3.449'E, 20° 12.593'S  
31° 0.585'E, 20° 14.420'S  
31° 0.763'E, 20° 14.176'S  
31° 1.054'E, 20° 14.197'S  
31° 1.310'E, 20° 14.011'S  
31° 1.243'E, 20° 14.312'S  
31° 1.184'E, 20° 14.450'S  
31° 2.204'E, 20° 14.480'S  
31° 2.652'E, 20° 14.222'S  
31° 2.792'E, 20° 14.135'S  
31° 2.608'E, 20° 14.053'S  
31° 2.288'E, 20° 14.296'S  
31° 2.239'E, 20° 14.057'S  
31° 2.413'E, 20° 13.858'S  
31° 2.557'E, 20° 13.748'S  
31° 2.697'E, 20° 13.511'S  
31° 2.619'E, 20° 13.149'S  
31° 2.874'E, 20° 13.430'S  
31° 3.187'E, 20° 13.339'S  
31° 0.563'E, 20° 13.430'S  
31° 0.769'E, 20° 13.191'S  
31° 1.091'E, 20° 13.232'S  
31° 0.879'E, 20° 13.263'S  
31° 0.723'E, 20° 13.591'S  
31° 0.622'E, 20° 13.847'S  
31° 0.934'E, 20° 15.056'S  
31° 1.229'E, 20° 14.846'S  
31° 1.448'E, 20° 14.941'S  
31° 1.326'E, 20° 15.400'S  
31° 1.404'E, 20° 15.042'S  
31° 1.617'E, 20° 15.147'S  
30° 59.533'E, 20° 13.651'S  
30° 59.549'E, 20° 14.008'S  
30° 59.679'E, 20° 14.143'S  
30° 59.994'E, 20° 13.881'S  
31° 0.363'E, 20° 13.653'S  
31° 0.051'E, 20° 14.241'S  
30° 59.788'E, 20° 14.324'S  
31° 0.066'E, 20° 14.533'S  
31° 0.087'E, 20° 14.633'S  
31° 0.311'E, 20° 14.658'S  
31° 0.558'E, 20° 14.735'S  
30° 58.786'E, 20° 13.630'S  
30° 59.140'E, 20° 13.625'S  
30° 59.230'E, 20° 13.409'S  
30° 59.383'E, 20° 13.129'S  
30° 59.745'E, 20° 13.115'S  
30° 59.839'E, 20° 13.308'S  
31° 1.408'E, 20° 15.547'S  
31° 1.329'E, 20° 15.381'S  
31° 1.258'E, 20° 15.161'S  
31° 1.372'E, 20° 14.930'S  
31° 1.667'E, 20° 14.997'S  
31° 1.837'E, 20° 14.804'S  
30° 57.316'E, 20° 13.459'S  
30° 57.367'E, 20° 13.519'S  
30° 57.265'E, 20° 13.674'S  
30° 57.183'E, 20° 13.847'S  
30° 57.208'E, 20° 14.019'S  
30° 56.953'E, 20° 13.766'S  
30° 57.941'E, 20° 12.618'S  
30° 57.937'E, 20° 12.502'S  
30° 58.121'E, 20° 12.590'S  
30° 58.214'E, 20° 12.537'S  
30° 58.130'E, 20° 12.462'S  
30° 58.028'E, 20° 12.482'S  
30° 59.884'E, 20° 13.107'S  
30° 59.488'E, 20° 13.089'S  
30° 59.490'E, 20° 12.721'S  
30° 59.289'E, 20° 12.605'S  
30° 59.170'E, 20° 12.896'S  
30° 59.002'E, 20° 13.049'S  
30° 56.675'E, 20° 13.820'S  
30° 56.347'E, 20° 13.901'S  
30° 58.035'E, 20° 13.500'S  
30° 58.089'E, 20° 13.351'S  
30° 58.116'E, 20° 13.130'S  
30° 58.369'E, 20° 13.103'S  
30° 58.541'E, 20° 13.616'S  
30° 58.713'E, 20° 13.391'S  
30° 59.070'E, 20° 13.195'S  
30° 59.353'E, 20° 12.735'S  
30° 59.307'E, 20° 13.036'S  
30° 58.412'E, 20° 13.857'S  
31° 1.429'E, 20° 13.737'S  
31° 0.942'E, 20° 13.854'S  
31° 0.768'E, 20° 13.686'S  
31° 0.958'E, 20° 13.372'S  
31° 1.387'E, 20° 13.197'S  
31° 1.074'E, 20° 13.104'S  
31° 0.718'E, 20° 13.262'S  
31° 0.516'E, 20° 13.347'S  
31° 0.393'E, 20° 13.345'S  
31° 0.369'E, 20° 13.473'S  
30° 59.918'E, 20° 13.380'S  
31° 0.028'E, 20° 13.274'S  
31° 4.435'E, 20° 12.240'S  
31° 4.341'E, 20° 11.799'S  
31° 4.178'E, 20° 12.375'S  
31° 3.854'E, 20° 12.610'S  
31° 3.848'E, 20° 12.824'S  
31° 3.449'E, 20° 12.593'S  
30° 57.877'E, 20° 12.383'S  
30° 58.103'E, 20° 12.526'S  
30° 58.009'E, 20° 12.428'S  
30° 57.890'E, 20° 12.533'S  
30° 57.694'E, 20° 12.657'S  
30° 57.458'E, 20° 12.716'S  
31° 3.497'E, 20° 13.864'S  
31° 3.780'E, 20° 13.799'S  
31° 3.814'E, 20° 13.308'S  
31° 3.568'E, 20° 13.365'S  
31° 3.227'E, 20° 13.220'S  
31° 2.827'E, 20° 13.248'S  
31° 0.718'E, 20° 13.267'S  
31° 0.516'E, 20° 13.347'S  
31° 0.393'E, 20° 12.345'S  
31° 0.360'E, 20° 13.477'S  
30° 59.918'E, 20° 13.380'S  
31° 0.028'E, 20° 13.270'S  
31° 4.455'E, 20° 12.240'S  
31° 4.341'E, 20° 11.799'S  
31° 4.178'E, 20° 12.375'S  
31° 3.854'E, 20° 12.610'S  
31° 3.846'E, 20° 12.824'S  
31° 3.449'E, 20° 12.595'S  
31° 0.283'E, 20° 14.751'S  
31° 0.720'E, 20° 14.877'S  
31° 0.783'E, 20° 15.092'S  
31° 1.233'E, 20° 15.406'S  
31° 1.380'E, 20° 15.559'S  
31° 1.446'E, 20° 15.560'S  
30° 58.316'E, 20° 13.774'S  
30° 58.296'E, 20° 13.934'S  
30° 58.500'E, 20° 13.905'S  
30° 58.616'E, 20° 14.002'S  
30° 58.753'E, 20° 13.977'S  
30° 58.930'E, 20° 13.868'S  
30° 59.329'E, 20° 13.690'S  
30° 59.319'E, 20° 14.138'S  
30° 59.550'E, 20° 14.067'S  
30° 59.741'E, 20° 14.340'S  
30° 59.695'E, 20° 14.452'S  
30° 59.926'E, 20° 14.373'S  
30° 57.643'E, 20° 13.283'S  
30° 57.932'E, 20° 13.232'S  
30° 57.966'E, 20° 13.530'S  
30° 58.239'E, 20° 13.534'S  
30° 58.430'E, 20° 13.581'S  
30° 58.445'E, 20° 13.701'S  
30° 57.244'E, 20° 13.907'S  
30° 57.198'E, 20° 14.050'S  
30° 57.318'E, 20° 14.128'S  
30° 57.111'E, 20° 13.755'S  
30° 57.372'E, 20° 13.673'S  
30° 57.340'E, 20° 13.532'S  
31° 1.912'E, 20° 14.830'S  
31° 2.233'E, 20° 14.521'S  
31° 2.977'E, 20° 14.155'S  
31° 2.876'E, 20° 13.903'S  
31° 3.215'E, 20° 13.771'S  
31° 3.563'E, 20° 14.366'S  
31° 1.471'E, 20° 15.378'S  
31° 1.305'E, 20° 15.294'S  
31° 1.309'E, 20° 15.106'S  
31° 1.471'E, 20° 15.077'S  
31° 1.716'E, 20° 15.332'S  
31° 1.661'E, 20° 15.124'S  
30° 56.542'E, 20° 12.530'S  
