31° 2.895'E, 20° 13.410'S
31° 3.018'E, 20° 13.535'S
31° 2.871'E, 20° 13.716'S
31° 3.140'E, 20° 13.453'S
31° 3.462'E, 20° 12.673'S
31° 3.599'E, 20° 12.655'S
31° 3.794'E, 20° 12.725'S
31° 2.793'E, 20° 11.431'S
31° 2.916'E, 20° 11.162'S
31° 3.073'E, 20° 11.028'S
31° 3.413'E, 20° 8.831'S
31° 3.855'E, 20° 9.113'S
31° 3.975'E, 20° 9.991'S
31° 4.046'E, 20° 10.601'S
31° 3.207'E, 20° 12.466'S
31° 3.294'E, 20° 12.639'S
31° 1.334'E, 20° 14.557'S
31° 1.177'E, 20° 14.471'S
31° 1.026'E, 20° 14.341'S
31° 0.931'E, 20° 14.390'S
31° 0.780'E, 20° 14.403'S
31° 0.769'E, 20° 14.347'S
31° 3.274'E, 20° 8.632'S
31° 3.166'E, 20° 8.799'S
31° 3.047'E, 20° 8.945'S
31° 2.846'E, 20° 8.968'S
31° 4.190'E, 20° 8.743'S
31° 4.347'E, 20° 8.484'S
31° 4.025'E, 20° 10.616'S
31° 3.973'E, 20° 10.457'S
31° 3.906'E, 20° 10.160'S
31° 4.018'E, 20° 9.944'S
31° 4.123'E, 20° 9.638'S
31° 3.959'E, 20° 9.129'S
31° 0.545'E, 20° 13.669'S
31° 0.220'E, 20° 13.737'S
30° 59.754'E, 20° 13.535'S
31° 0.845'E, 20° 14.126'S
30° 58.343'E, 20° 13.079'S
30° 58.188'E, 20° 12.936'S
31° 3.013'E, 20° 13.596'S
31° 2.712'E, 20° 13.716'S
31° 2.556'E, 20° 13.728'S
31° 2.468'E, 20° 14.021'S
31° 2.219'E, 20° 14.426'S
31° 1.964'E, 20° 14.675'S
31° 3.462'E, 20° 12.673'S
31° 3.599'E, 20° 12.655'S
31° 3.794'E, 20° 12.725'S
31° 2.793'E, 20° 11.431'S
31° 2.916'E, 20° 11.162'S
31° 3.073'E, 20° 11.028'S
31° 3.313'E, 20° 12.780'S
31° 3.310'E, 20° 12.581'S
31° 3.268'E, 20° 12.525'S
31° 3.158'E, 20° 12.411'S
31° 2.956'E, 20° 12.315'S
31° 2.807'E, 20° 12.157'S
31° 3.347'E, 20° 12.953'S
31° 3.324'E, 20° 12.780'S
31° 3.317'E, 20° 12.637'S
31° 3.203'E, 20° 12.479'S
31° 3.061'E, 20° 12.386'S
31° 2.912'E, 20° 12.258'S
31° 2.503'E, 20° 13.732'S
31° 2.563'E, 20° 13.745'S
31° 2.703'E, 20° 13.760'S
31° 2.673'E, 20° 13.700'S
31° 2.605'E, 20° 13.615'S
31° 2.721'E, 20° 13.617'S
31° 2.442'E, 20° 14.159'S
31° 2.531'E, 20° 14.241'S
31° 2.629'E, 20° 14.290'S
31° 2.610'E, 20° 14.141'S
31° 2.508'E, 20° 13.955'S
31° 2.403'E, 20° 13.940'S
31° 2.829'E, 20° 13.360'S
31° 2.878'E, 20° 13.536'S
31° 2.620'E, 20° 13.553'S
31° 2.360'E, 20° 13.640'S
31° 2.314'E, 20° 13.707'S
31° 2.397'E, 20° 13.776'S
31° 2.187'E, 20° 14.514'S
31° 2.224'E, 20° 14.301'S
31° 2.208'E, 20° 14.187'S
31° 2.287'E, 20° 14.268'S
31° 2.413'E, 20° 14.362'S
31° 2.508'E, 20° 14.319'S
31° 3.275'E, 20° 13.438'S
31° 3.154'E, 20° 13.398'S
31° 2.983'E, 20° 13.332'S
31° 2.983'E, 20° 13.455'S
31° 2.891'E, 20° 13.573'S
31° 2.483'E, 20° 13.755'S
31° 2.242'E, 20° 14.097'S
31° 2.126'E, 20° 14.175'S
31° 2.230'E, 20° 14.253'S
31° 2.137'E, 20° 14.421'S
31° 1.899'E, 20° 14.778'S
31° 1.998'E, 20° 14.679'S
31° 2.999'E, 20° 13.612'S
31° 2.997'E, 20° 13.588'S
31° 2.925'E, 20° 13.453'S
31° 3.035'E, 20° 13.383'S
31° 3.076'E, 20° 13.445'S
31° 3.215'E, 20° 13.545'S
31° 2.668'E, 20° 13.815'S  
31° 2.949'E, 20° 13.702'S  
31° 3.444'E, 20° 13.733'S  
31° 3.421'E, 20° 13.538'S  
31° 3.324'E, 20° 13.396'S  
31° 3.260'E, 20° 13.265'S  
31° 1.867'E, 20° 14.899'S  
31° 1.927'E, 20° 14.687'S  
31° 1.977'E, 20° 14.750'S  
31° 2.105'E, 20° 14.639'S  
31° 2.249'E, 20° 14.487'S  
