 30° 54.318'E, 20° 8.766'S
 30° 54.135'E, 20° 9.993'S
 30° 54.137'E, 20° 10.196'S
 30° 53.994'E, 20° 11.167'S
 30° 54.448'E, 20° 12.105'S
 30° 55.094'E, 20° 13.391'S
 30° 55.633'E, 20° 14.505'S
 30° 57.655'E, 20° 15.051'S
 30° 59.801'E, 20° 15.597'S
 31° 1.657'E, 20° 16.101'S
 31° 3.551'E, 20° 14.956'S
 31° 5.501'E, 20° 13.707'S
 31° 5.487'E, 20° 12.024'S
 31° 5.522'E, 20° 10.666'S
 31° 4.985'E, 20° 9.528'S
 31° 4.707'E, 20° 8.801'S
 31° 4.389'E, 20° 7.967'S
 31° 3.779'E, 20° 6.637'S
 31° 1.951'E, 20° 6.841'S
 30° 58.888'E, 20° 7.306'S
 30° 56.213'E, 20° 7.776'S
 30° 54.341'E, 20° 8.024'S
 30° 54.226'E, 20° 8.887'S
 30° 54.114'E, 20° 9.932'S
 30° 53.988'E, 20° 11.135'S
 30° 54.532'E, 20° 8.966'S
 30° 54.466'E, 20° 9.812'S
 30° 54.382'E, 20° 10.560'S
 30° 54.448'E, 20° 11.146'S
 30° 54.661'E, 20° 11.766'S
 30° 54.934'E, 20° 12.709'S
 30° 55.449'E, 20° 13.573'S
 30° 55.927'E, 20° 14.307'S
 30° 56.996'E, 20° 14.721'S
 30° 57.932'E, 20° 15.015'S
 30° 59.238'E, 20° 15.295'S
 31° 0.585'E, 20° 15.548'S
 31° 1.770'E, 20° 15.879'S
 31° 2.062'E, 20° 15.715'S
 31° 2.604'E, 20° 15.360'S
 31° 3.308'E, 20° 14.896'S
 31° 4.018'E, 20° 14.419'S
 31° 4.696'E, 20° 14.032'S
 31° 5.296'E, 20° 13.627'S
 31° 5.321'E, 20° 12.919'S
 31° 5.375'E, 20° 12.143'S
 31° 5.397'E, 20° 11.608'S
 31° 5.407'E, 20° 10.627'S
 31° 5.191'E, 20° 10.134'S
 31° 4.925'E, 20° 9.465'S
 31° 4.682'E, 20° 8.981'S
 31° 4.379'E, 20° 8.425'S
 31° 3.975'E, 20° 7.911'S
 31° 3.871'E, 20° 7.515'S
 31° 3.428'E, 20° 7.116'S
 31° 1.852'E, 20° 7.717'S
 31° 2.280'E, 20° 8.313'S
 31° 2.772'E, 20° 8.900'S
 31° 3.119'E, 20° 8.719'S
 31° 3.276'E, 20° 8.467'S
 31° 2.721'E, 20° 8.153'S
 31° 3.122'E, 20° 7.552'S
 31° 3.816'E, 20° 7.545'S
 31° 3.795'E, 20° 8.725'S
 31° 4.198'E, 20° 8.362'S
 31° 4.275'E, 20° 9.133'S
 31° 4.672'E, 20° 9.565'S
 31° 4.229'E, 20° 10.129'S
 31° 4.801'E, 20° 10.499'S
 31° 4.723'E, 20° 12.130'S
 31° 5.059'E, 20° 12.495'S
 31° 4.569'E, 20° 12.885'S
 31° 5.102'E, 20° 13.085'S
 31° 5.157'E, 20° 13.562'S
 31° 4.563'E, 20° 13.931'S
 31° 4.062'E, 20° 13.996'S
 31° 3.306'E, 20° 14.511'S
 31° 2.942'E, 20° 14.932'S
 31° 2.490'E, 20° 15.242'S
 31° 1.817'E, 20° 15.694'S
 31° 1.119'E, 20° 15.720'S
 31° 0.631'E, 20° 15.558'S
 31° 0.212'E, 20° 15.198'S
 30° 59.597'E, 20° 14.610'S
 30° 58.979'E, 20° 14.425'S
 30° 58.486'E, 20° 14.800'S
 30° 57.577'E, 20° 14.619'S
 30° 57.336'E, 20° 14.440'S
 30° 56.670'E, 20° 14.245'S
 30° 57.784'E, 20° 13.963'S
 30° 57.923'E, 20° 13.660'S
 30° 59.274'E, 20° 14.065'S
 30° 59.506'E, 20° 14.468'S
 30° 55.641'E, 20° 14.153'S
 30° 56.686'E, 20° 14.197'S
 30° 56.770'E, 20° 13.482'S
 30° 56.856'E, 20° 13.028'S
 30° 56.407'E, 20° 12.955'S
 30° 56.223'E, 20° 13.542'S
 30° 56.197'E, 20° 13.130'S
 30° 55.979'E, 20° 12.762'S
 30° 55.386'E, 20° 12.858'S
 30° 54.915'E, 20° 12.556'S
 30° 55.358'E, 20° 12.255'S
 30° 55.046'E, 20° 11.870'S
 30° 54.829'E, 20° 11.629'S
 30° 54.388'E, 20° 11.424'S
 30° 54.942'E, 20° 11.039'S
 30° 54.507'E, 20° 10.744'S
 30° 54.298'E, 20° 10.172'S
 30° 55.081'E, 20° 10.329'S
 30° 55.246'E, 20° 9.902'S
 30° 54.809'E, 20° 9.594'S
 30° 54.470'E, 20° 9.269'S
 30° 54.303'E, 20° 8.770'S
 30° 55.178'E, 20° 8.557'S
 30° 55.253'E, 20° 8.258'S
 30° 54.714'E, 20° 7.979'S
 30° 55.807'E, 20° 8.226'S
 30° 56.028'E, 20° 7.873'S
 30° 56.835'E, 20° 7.848'S
 30° 56.326'E, 20° 8.654'S
 30° 56.001'E, 20° 9.406'S
 30° 56.197'E, 20° 9.808'S
 30° 56.080'E, 20° 10.351'S
 30° 56.066'E, 20° 10.971'S
 30° 56.112'E, 20° 11.537'S
 30° 56.914'E, 20° 11.806'S
 30° 57.544'E, 20° 11.616'S
 30° 57.391'E, 20° 11.198'S
 30° 56.509'E, 20° 10.754'S
 30° 57.161'E, 20° 9.928'S
 30° 56.872'E, 20° 9.322'S
 30° 56.931'E, 20° 8.628'S
 30° 57.913'E, 20° 8.200'S
 30° 58.802'E, 20° 7.963'S
 30° 59.714'E, 20° 7.905'S
 31° 1.056'E, 20° 7.494'S
 31° 1.609'E, 20° 7.178'S
 31° 2.446'E, 20° 7.284'S
 31° 3.180'E, 20° 7.195'S
 31° 2.986'E, 20° 8.317'S
 31° 3.783'E, 20° 8.657'S
 31° 4.203'E, 20° 8.407'S
 31° 1.318'E, 20° 10.360'S
 31° 1.643'E, 20° 9.505'S
 31° 2.872'E, 20° 9.986'S
 31° 2.926'E, 20° 10.551'S
 31° 1.954'E, 20° 10.272'S
 31° 1.646'E, 20° 9.662'S
 31° 0.528'E, 20° 9.711'S
 31° 0.107'E, 20° 10.485'S
 31° 0.098'E, 20° 11.518'S
 31° 0.649'E, 20° 11.174'S
 31° 1.013'E, 20° 11.087'S
 31° 1.049'E, 20° 12.146'S
 31° 1.370'E, 20° 12.917'S
 31° 1.975'E, 20° 13.132'S
 31° 2.728'E, 20° 12.394'S
 31° 2.744'E, 20° 12.787'S
 31° 2.873'E, 20° 12.915'S
 31° 2.352'E, 20° 12.847'S
 31° 2.214'E, 20° 13.305'S
 31° 1.823'E, 20° 13.592'S
 31° 1.512'E, 20° 13.362'S
 31° 1.236'E, 20° 13.635'S
 31° 1.838'E, 20° 14.387'S
 31° 0.414'E, 20° 13.116'S
 30° 59.832'E, 20° 12.852'S
 30° 59.727'E, 20° 12.403'S
 30° 59.138'E, 20° 11.923'S
 30° 58.183'E, 20° 11.957'S
 30° 57.708'E, 20° 10.935'S
 30° 59.017'E, 20° 10.293'S
 30° 59.909'E, 20° 9.702'S
 31° 0.295'E, 20° 8.628'S
 31° 1.164'E, 20° 9.697'S
 30° 58.910'E, 20° 12.353'S
 31° 0.675'E, 20° 7.112'S
 30° 58.261'E, 20° 7.478'S
30° 57.674'E, 20° 12.693'S  
30° 57.282'E, 20° 12.738'S  
30° 57.350'E, 20° 12.866'S  
30° 56.581'E, 20° 12.322'S  
30° 56.602'E, 20° 12.055'S  
30° 56.964'E, 20° 12.462'S  
30° 57.324'E, 20° 13.905'S  
30° 57.031'E, 20° 13.767'S  
30° 56.025'E, 20° 13.150'S  
30° 59.941'E, 20° 14.113'S  
31° 0.814'E, 20° 15.052'S  
31° 0.007'E, 20° 11.555'S  
31° 0.726'E, 20° 14.722'S  
31° 0.266'E, 20° 14.703'S  
31° 0.380'E, 20° 14.407'S  
31° 0.380'E, 20° 14.038'S  
31° 0.977'E, 20° 14.717'S  
30° 58.587'E, 20° 13.858'S  
30° 56.082'E, 20° 12.663'S  
30° 57.348'E, 20° 12.925'S  
30° 57.656'E, 20° 12.967'S  
30° 56.224'E, 20° 12.136'S  
30° 56.237'E, 20° 12.418'S  
30° 59.301'E, 20° 12.870'S  
31° 1.913'E, 20° 13.727'S  
31° 1.826'E, 20° 14.076'S  
31° 1.762'E, 20° 14.471'S  
31° 1.101'E, 20° 13.641'S  
31° 1.129'E, 20° 13.317'S  
30° 59.621'E, 20° 13.183'S  
31° 3.219'E, 20° 12.436'S  
31° 3.287'E, 20° 12.281'S  
31° 3.446'E, 20° 12.596'S  
31° 3.694'E, 20° 12.673'S  
31° 3.108'E, 20° 12.638'S  
31° 3.084'E, 20° 12.877'S  
30° 58.781'E, 20° 12.791'S  
31° 5.022'E, 20° 12.645'S  
31° 5.460'E, 20° 13.451'S  
31° 4.315'E, 20° 14.099'S  
31° 0.736'E, 20° 13.316'S  
31° 0.965'E, 20° 13.570'S  
31° 3.499'E, 20° 13.354'S  
31° 3.599'E, 20° 13.072'S  
31° 3.725'E, 20° 13.541'S  
31° 4.050'E, 20° 13.161'S  
31° 2.469'E, 20° 13.066'S  
31° 1.913'E, 20° 13.727'S  
31° 1.357'E, 20° 15.488'S  
31° 1.417'E, 20° 15.232'S  
31° 1.106'E, 20° 15.186'S  
31° 0.827'E, 20° 15.048'S  
31° 0.992'E, 20° 14.745'S  
31° 1.773'E, 20° 14.702'S  
31° 1.383'E, 20° 14.400'S  
31° 1.609'E, 20° 13.985'S  
31° 1.170'E, 20° 13.995'S  
31° 0.927'E, 20° 13.795'S  
31° 2.585'E, 20° 13.500'S  
31° 2.525'E, 20° 13.147'S  
31° 1.170'E, 20° 14.009'S  
31° 1.523'E, 20° 13.747'S  
31° 1.719'E, 20° 14.205'S  
30° 59.866'E, 20° 13.267'S  
31° 0.232'E, 20° 13.587'S  
30° 59.573'E, 20° 13.358'S  
30° 58.892'E, 20° 13.306'S  
31° 2.215'E, 20° 12.315'S  
31° 2.181'E, 20° 12.904'S  
30° 57.511'E, 20° 12.542'S  
30° 56.927'E, 20° 12.445'S  
30° 56.542'E, 20° 12.038'S  
30° 54.493'E, 20° 8.727'S  
30° 54.944'E, 20° 9.257'S  
30° 55.483'E, 20° 9.739'S  
30° 55.368'E, 20° 11.492'S  
30° 55.891'E, 20° 12.321'S  
30° 56.514'E, 20° 12.286'S  
31° 3.446'E, 20° 12.929'S  
31° 3.832'E, 20° 12.966'S  
31° 3.681'E, 20° 13.624'S  
31° 3.993'E, 20° 12.650'S  
31° 3.667'E, 20° 12.623'S  
31° 3.207'E, 20° 12.445'S  
30° 55.657'E, 20° 11.590'S  
30° 55.737'E, 20° 10.527'S  
30° 55.657'E, 20° 10.027'S  
30° 55.737'E, 20° 9.661'S  
30° 55.070'E, 20° 8.987'S  
30° 54.656'E, 20° 8.409'S  
31° 2.414'E, 20° 12.024'S  
31° 2.883'E, 20° 11.835'S  
31° 3.068'E, 20° 11.263'S  
31° 4.075'E, 20° 11.683'S  
31° 5.130'E, 20° 10.877'S  
31° 2.565'E, 20° 13.114'S  
30° 54.282'E, 20° 8.769'S  
30° 54.116'E, 20° 10.134'S  
30° 53.919'E, 20° 11.132'S  
30° 54.830'E, 20° 12.988'S  
30° 55.667'E, 20° 14.561'S  
30° 57.921'E, 20° 15.165'S  
30° 57.119'E, 20° 13.674'S  
30° 56.979'E, 20° 13.963'S  
30° 58.558'E, 20° 13.900'S  
30° 59.994'E, 20° 14.236'S  
31° 0.374'E, 20° 14.023'S  
30° 59.908'E, 20° 13.981'S  
31° 2.859'E, 20° 9.263'S  
31° 3.194'E, 20° 8.905'S  
31° 3.883'E, 20° 9.332'S  
31° 4.033'E, 20° 9.532'S  
31° 3.778'E, 20° 10.154'S  
31° 3.880'E, 20° 10.732'S  
31° 3.307'E, 20° 11.958'S  
31° 4.304'E, 20° 11.192'S  
31° 4.470'E, 20° 10.376'S  
31° 4.635'E, 20° 9.298'S  
31° 4.157'E, 20° 8.778'S  
31° 3.791'E, 20° 6.895'S  
31° 3.588'E, 20° 14.161'S  
31° 4.128'E, 20° 13.073'S  
31° 4.312'E, 20° 12.382'S  
31° 3.426'E, 20° 12.894'S  
31° 3.245'E, 20° 12.339'S  
31° 3.774'E, 20° 12.373'S  
30° 56.894'E, 20° 13.543'S  
30° 56.090'E, 20° 14.139'S  
30° 55.546'E, 20° 13.443'S  
30° 55.705'E, 20° 12.727'S  
30° 54.852'E, 20° 11.752'S  
30° 54.628'E, 20° 10.307'S  
31° 3.027'E, 20° 10.991'S  
31° 2.637'E, 20° 11.707'S  
31° 2.126'E, 20° 11.866'S  
31° 2.388'E, 20° 11.949'S  
31° 2.439'E, 20° 12.055'S  
31° 2.822'E, 20° 12.045'S  
31° 3.437'E, 20° 7.697'S  
31° 3.296'E, 20° 8.373'S  
31° 2.692'E, 20° 8.955'S  
31° 2.039'E, 20° 8.269'S  
31° 2.880'E, 20° 7.791'S  
31° 2.169'E, 20° 7.170'S
30° 59.973'E, 20° 13.406'S  
31° 0.159'E, 20° 13.501'S  
30° 59.403'E, 20° 12.751'S  
30° 58.864'E, 20° 13.229'S  
30° 58.435'E, 20° 12.997'S  
30° 58.113'E, 20° 12.761'S  
30° 57.040'E, 20° 13.874'S  
30° 57.232'E, 20° 14.069'S  
30° 57.041'E, 20° 13.709'S  
30° 57.308'E, 20° 13.356'S  
30° 57.095'E, 20° 12.733'S  
30° 56.263'E, 20° 12.463'S  
31° 2.881'E, 20° 12.695'S  
31° 1.851'E, 20° 12.118'S  
31° 2.203'E, 20° 12.135'S  
31° 1.544'E, 20° 13.753'S  
31° 1.615'E, 20° 13.969'S  
31° 1.553'E, 20° 14.342'S  
31° 3.683'E, 20° 12.646'S  
31° 4.366'E, 20° 13.285'S  
