30° 58.810'E, 20° 12.670'S  
31° 0.847'E, 20° 12.796'S  
31° 1.099'E, 20° 11.823'S  
31° 1.546'E, 20° 10.882'S  
31° 2.586'E, 20° 9.826'S  
30° 59.890'E, 20° 10.411'S  
31° 0.823'E, 20° 7.132'S  
30° 59.010'E, 20° 7.454'S  
30° 55.803'E, 20° 7.766'S  
30° 56.251'E, 20° 9.402'S  
30° 56.046'E, 20° 11.225'S  
30° 57.834'E, 20° 11.443'S  
31° 3.997'E, 20° 12.022'S  
31° 4.238'E, 20° 9.971'S  
31° 4.728'E, 20° 8.883'S  
31° 4.199'E, 20° 9.016'S  
31° 4.059'E, 20° 8.035'S  
31° 3.094'E, 20° 6.755'S  
31° 4.576'E, 20° 11.861'S  
31° 5.542'E, 20° 10.978'S  
31° 5.377'E, 20° 10.130'S  
31° 5.039'E, 20° 10.828'S  
31° 4.646'E, 20° 11.069'S  
31° 3.135'E, 20° 11.853'S  
31° 1.459'E, 20° 16.024'S  
31° 1.925'E, 20° 15.910'S  
31° 1.740'E, 20° 15.598'S  
31° 1.999'E, 20° 15.276'S  
31° 2.538'E, 20° 14.917'S  
31° 3.020'E, 20° 15.252'S  
30° 58.041'E, 20° 15.131'S  
30° 59.151'E, 20° 14.007'S  
30° 59.537'E, 20° 14.361'S  
30° 59.849'E, 20° 14.682'S  
30° 59.325'E, 20° 15.480'S  
31° 0.239'E, 20° 15.738'S  
30° 56.595'E, 20° 14.070'S  
30° 55.807'E, 20° 14.543'S  
30° 56.789'E, 20° 14.810'S  
30° 57.341'E, 20° 14.862'S  
30° 57.812'E, 20° 13.651'S  
30° 58.133'E, 20° 13.795'S  
30° 54.971'E, 20° 13.184'S  
30° 55.658'E, 20° 14.457'S  
30° 56.919'E, 20° 13.137'S  
30° 56.409'E, 20° 12.989'S  
30° 55.906'E, 20° 12.809'S  
30° 55.727'E, 20° 13.391'S  
31° 3.671'E, 20° 14.850'S  
31° 4.617'E, 20° 14.205'S  
31° 5.497'E, 20° 13.685'S  
31° 4.284'E, 20° 13.722'S  
31° 3.669'E, 20° 13.196'S  
31° 4.278'E, 20° 12.729'S  
30° 57.600'E, 20° 9.295'S  
31° 0.767'E, 20° 10.071'S  
31° 0.646'E, 20° 11.109'S  
31° 0.192'E, 20° 12.168'S  
31° 0.800'E, 20° 8.392'S  
30° 58.905'E, 20° 9.409'S  
30° 54.485'E, 20° 11.719'S  
30° 54.490'E, 20° 11.662'S  
30° 54.456'E, 20° 11.754'S  
30° 54.486'E, 20° 11.601'S  
30° 54.474'E, 20° 11.548'S  
30° 56.176'E, 20° 10.761'S  
30° 55.470'E, 20° 8.564'S  
30° 55.414'E, 20° 8.634'S  
30° 55.396'E, 20° 8.711'S  
30° 54.192'E, 20° 8.457'S  
30° 54.220'E, 20° 8.433'S  
30° 54.740'E, 20° 9.203'S  
30° 54.797'E, 20° 9.176'S  
30° 54.854'E, 20° 9.154'S  
30° 54.365'E, 20° 10.874'S  
30° 54.363'E, 20° 10.920'S  
30° 54.330'E, 20° 10.955'S  
30° 54.300'E, 20° 10.957'S  
30° 56.550'E, 20° 7.634'S  
30° 56.536'E, 20° 7.676'S  
30° 56.552'E, 20° 7.710'S  
30° 56.631'E, 20° 7.678'S  
30° 56.671'E, 20° 7.664'S  
30° 56.590'E, 20° 7.668'S  
30° 56.206'E, 20° 11.431'S  
30° 55.779'E, 20° 11.335'S  
30° 55.869'E, 20° 11.387'S  
30° 55.377'E, 20° 12.786'S  
30° 55.404'E, 20° 12.687'S  
30° 55.464'E, 20° 12.688'S  
31° 1.339'E, 20° 12.120'S  
31° 3.682'E, 20° 11.027'S  
31° 3.864'E, 20° 11.023'S  
31° 4.030'E, 20° 10.956'S  
31° 4.168'E, 20° 10.749'S  
31° 3.995'E, 20° 10.515'S  
30° 56.050'E, 20° 10.853'S  
30° 56.037'E, 20° 10.786'S  
30° 55.983'E, 20° 10.819'S  
30° 55.958'E, 20° 10.871'S  
30° 55.909'E, 20° 10.897'S  
30° 55.907'E, 20° 10.851'S  
31° 1.938'E, 20° 11.558'S  
31° 1.501'E, 20° 11.559'S  
31° 2.247'E, 20° 11.003'S  
31° 2.211'E, 20° 10.735'S  
31° 3.114'E, 20° 10.838'S  
31° 1.906'E, 20° 12.404'S  
31° 4.072'E, 20° 9.645'S  
31° 4.023'E, 20° 9.385'S  
31° 3.842'E, 20° 9.148'S  
31° 3.534'E, 20° 8.998'S  
31° 2.309'E, 20° 12.073'S  
31° 1.905'E, 20° 12.215'S  
30° 54.221'E, 20° 10.997'S  
30° 54.182'E, 20° 11.002'S  
30° 54.370'E, 20° 10.869'S  
30° 54.365'E, 20° 10.940'S  
30° 54.386'E, 20° 10.975'S  
30° 54.439'E, 20° 11.046'S  
31° 4.218'E, 20° 12.404'S  
31° 3.882'E, 20° 12.715'S  
31° 3.432'E, 20° 12.750'S  
31° 3.113'E, 20° 12.527'S  
31° 2.870'E, 20° 12.281'S  
31° 2.444'E, 20° 12.174'S  
31° 2.101'E, 20° 13.983'S  
31° 2.369'E, 20° 13.939'S  
31° 2.480'E, 20° 14.169'S  
31° 2.767'E, 20° 14.127'S  
31° 2.575'E, 20° 13.213'S  
31° 2.805'E, 20° 13.727'S  
31° 0.249'E, 20° 14.164'S  
31° 0.448'E, 20° 13.707'S  
31° 0.789'E, 20° 13.352'S  
31° 1.068'E, 20° 13.262'S  
31° 0.694'E, 20° 14.046'S  
31° 0.334'E, 20° 14.644'S  
31° 4.050'E, 20° 13.016'S  
31° 4.285'E, 20° 13.213'S  
31° 4.404'E, 20° 13.228'S  
31° 4.604'E, 20° 13.393'S  
31° 4.800'E, 20° 13.453'S  
31° 4.412'E, 20° 12.423'S  
31° 0.725'E, 20° 14.785'S  
31° 1.128'E, 20° 14.589'S  
31° 1.210'E, 20° 14.140'S  
31° 1.526'E, 20° 14.111'S  
31° 1.542'E, 20° 13.802'S  
31° 1.279'E, 20° 15.040'S  
30° 58.667'E, 20° 13.934'S  
30° 58.752'E, 20° 13.338'S  
30° 59.343'E, 20° 13.455'S  
30° 59.359'E, 20° 12.952'S  
30° 59.406'E, 20° 14.093'S  
30° 59.802'E, 20° 13.818'S  
30° 57.297'E, 20° 14.160'S  
30° 57.493'E, 20° 13.366'S  
30° 57.989'E, 20° 13.492'S  
30° 58.400'E, 20° 13.492'S  
30° 58.637'E, 20° 13.254'S  
30° 58.315'E, 20° 13.935'S  
31° 1.402'E, 20° 15.525'S  
31° 1.484'E, 20° 15.790'S  
31° 1.005'E, 20° 15.351'S  
31° 1.636'E, 20° 15.060'S  
31° 1.792'E, 20° 14.886'S  
31° 2.174'E, 20° 14.535'S  
30° 56.546'E, 20° 13.868'S  
30° 56.416'E, 20° 13.939'S  
30° 56.218'E, 20° 13.963'S  
30° 56.122'E, 20° 14.090'S  
30° 55.979'E, 20° 14.183'S  
30° 57.061'E, 20° 13.858'S  
31° 3.764'E, 20° 13.433'S  
31° 3.725'E, 20° 13.695'S  
31° 3.458'E, 20° 13.757'S  
31° 3.551'E, 20° 14.240'S  
31° 4.254'E, 20° 13.262'S  
31° 4.050'E, 20° 13.016'S
30° 56.381'E, 20° 12.069'S  
30° 56.773'E, 20° 11.898'S  
30° 56.889'E, 20° 11.722'S  
30° 57.332'E, 20° 11.888'S  
30° 57.614'E, 20° 11.786'S  
30° 57.323'E, 20° 12.148'S  
30° 56.618'E, 20° 12.351'S  
30° 56.275'E, 20° 12.493'S  
30° 56.787'E, 20° 12.705'S  
30° 57.170'E, 20° 12.768'S  
30° 57.649'E, 20° 12.633'S  
30° 58.098'E, 20° 12.459'S  
30° 55.747'E, 20° 11.433'S  
30° 55.557'E, 20° 11.434'S  
