31° 2.320'E, 20° 10.961'S
31° 3.150'E, 20° 10.763'S
31° 1.984'E, 20° 12.367'S
31° 2.102'E, 20° 13.892'S
31° 3.141'E, 20° 12.623'S
31° 3.731'E, 20° 12.811'S
30° 55.051'E, 20° 11.425'S
30° 55.161'E, 20° 11.390'S
30° 55.342'E, 20° 11.311'S
30° 55.356'E, 20° 11.394'S
30° 55.434'E, 20° 11.457'S
30° 55.388'E, 20° 11.607'S
31° 1.360'E, 20° 13.893'S
31° 1.499'E, 20° 13.700'S
31° 1.514'E, 20° 14.102'S
31° 1.096'E, 20° 14.344'S
31° 0.729'E, 20° 14.194'S
31° 0.309'E, 20° 14.204'S
31° 3.711'E, 20° 13.606'S
31° 4.082'E, 20° 12.981'S
31° 4.351'E, 20° 12.308'S
31° 4.321'E, 20° 11.821'S
31° 2.924'E, 20° 12.638'S
31° 1.952'E, 20° 12.367'S
30° 55.999'E, 20° 10.833'S
30° 55.957'E, 20° 10.861'S
30° 55.925'E, 20° 10.881'S
30° 55.804'E, 20° 10.876'S
30° 55.793'E, 20° 10.828'S
30° 55.785'E, 20° 10.899'S
30° 59.816'E, 20° 14.336'S
31° 0.049'E, 20° 14.697'S
31° 1.122'E, 20° 14.782'S
31° 1.589'E, 20° 14.992'S
31° 2.032'E, 20° 13.932'S
31° 2.809'E, 20° 14.161'S
31° 1.215'E, 20° 13.282'S
31° 0.961'E, 20° 13.208'S
31° 0.736'E, 20° 13.312'S
31° 0.433'E, 20° 13.614'S
31° 0.695'E, 20° 13.560'S
31° 0.835'E, 20° 13.957'S
30° 54.809'E, 20° 8.879'S
30° 54.882'E, 20° 8.919'S
30° 54.981'E, 20° 9.015'S
30° 55.025'E, 20° 9.088'S
30° 55.065'E, 20° 9.192'S
30° 55.125'E, 20° 9.263'S
30° 57.459'E, 20° 13.346'S
30° 58.554'E, 20° 13.889'S
30° 59.078'E, 20° 13.357'S
30° 59.258'E, 20° 13.008'S
30° 59.410'E, 20° 13.702'S
30° 59.732'E, 20° 13.279'S
30° 55.639'E, 20° 9.698'S
30° 55.611'E, 20° 9.773'S
30° 55.597'E, 20° 9.863'S
30° 55.614'E, 20° 9.914'S
30° 55.654'E, 20° 9.976'S
30° 55.558'E, 20° 9.734'S
31° 2.007'E, 20° 14.629'S
31° 1.742'E, 20° 14.886'S
31° 1.362'E, 20° 15.464'S
31° 1.047'E, 20° 15.281'S
31° 0.837'E, 20° 14.867'S
31° 1.151'E, 20° 14.790'S
30° 55.596'E, 20° 11.015'S
30° 55.593'E, 20° 10.072'S
30° 55.590'E, 20° 9.616'S
30° 55.642'E, 20° 12.231'S
30° 56.912'E, 20° 11.800'S
30° 58.121'E, 20° 13.162'S
31° 1.425'E, 20° 13.942'S
31° 0.924'E, 20° 14.389'S
31° 0.204'E, 20° 14.723'S
31° 0.457'E, 20° 14.257'S
31° 0.749'E, 20° 13.478'S
31° 0.199'E, 20° 13.985'S
31° 3.567'E, 20° 14.235'S
31° 2.584'E, 20° 13.210'S
31° 2.938'E, 20° 13.578'S
31° 2.473'E, 20° 13.671'S
