30° 55.342'E, 20° 10.610'S
30° 56.499'E, 20° 11.072'S
30° 57.631'E, 20° 9.756'S
30° 59.117'E, 20° 9.198'S
30° 59.431'E, 20° 10.925'S
30° 58.040'E, 20° 14.849'S
30° 54.408'E, 20° 9.066'S
30° 54.620'E, 20° 9.794'S
30° 54.903'E, 20° 9.729'S
30° 54.934'E, 20° 10.375'S
30° 55.133'E, 20° 10.608'S
30° 54.746'E, 20° 10.839'S
30° 54.561'E, 20° 12.427'S
30° 54.125'E, 20° 11.527'S
30° 54.228'E, 20° 11.412'S
30° 53.996'E, 20° 10.823'S
30° 54.088'E, 20° 10.256'S
30° 54.150'E, 20° 9.569'S
30° 55.630'E, 20° 13.373'S
30° 55.370'E, 20° 13.398'S
30° 55.247'E, 20° 13.690'S
30° 55.066'E, 20° 13.362'S
30° 54.808'E, 20° 12.983'S
30° 55.066'E, 20° 12.791'S
30° 58.268'E, 20° 14.502'S
30° 58.268'E, 20° 14.502'S
30° 57.020'E, 20° 14.865'S
30° 56.925'E, 20° 14.604'S
30° 56.476'E, 20° 14.445'S
30° 56.229'E, 20° 14.621'S
31° 0.146'E, 20° 15.221'S  
30° 58.547'E, 20° 15.287'S  
30° 57.880'E, 20° 15.106'S  
30° 57.479'E, 20° 15.025'S  
30° 57.759'E, 20° 14.837'S  
30° 57.760'E, 20° 14.635'S  
31° 0.501'E, 20° 15.492'S  
31° 0.041'E, 20° 15.645'S  
30° 59.636'E, 20° 15.584'S  
30° 59.479'E, 20° 15.102'S  
30° 59.164'E, 20° 15.476'S  
30° 58.619'E, 20° 15.236'S  
31° 2.935'E, 20° 14.911'S  
31° 2.572'E, 20° 15.024'S  
31° 2.345'E, 20° 15.286'S  
31° 2.535'E, 20° 15.508'S  
31° 2.811'E, 20° 15.404'S  
31° 2.396'E, 20° 15.660'S  
31° 4.313'E, 20° 13.984'S  
31° 4.547'E, 20° 13.857'S  
31° 4.237'E, 20° 14.497'S  
31° 3.933'E, 20° 14.755'S  
31° 3.535'E, 20° 15.020'S  
31° 3.209'E, 20° 15.134'S  
31° 2.015'E, 20° 15.869'S  
31° 1.845'E, 20° 15.822'S  
31° 1.672'E, 20° 16.176'S  
31° 1.304'E, 20° 16.052'S  
31° 0.785'E, 20° 15.901'S  
31° 0.998'E, 20° 15.804'S  
31° 5.495'E, 20° 13.723'S  
31° 5.258'E, 20° 13.474'S  
31° 5.046'E, 20° 13.058'S  
31° 5.009'E, 20° 13.996'S  
31° 4.652'E, 20° 14.199'S  
31° 4.363'E, 20° 14.375'S  
31° 5.432'E, 20° 12.287'S  
31° 5.250'E, 20° 12.063'S  
31° 5.136'E, 20° 12.259'S  
31° 5.220'E, 20° 12.552'S  
31° 5.375'E, 20° 12.582'S  
31° 5.530'E, 20° 12.585'S  
31° 4.405'E, 20° 11.198'S  
31° 4.246'E, 20° 11.225'S  
31° 3.572'E, 20° 11.664'S  
31° 5.535'E, 20° 12.083'S  
31° 5.338'E, 20° 12.098'S  
31° 5.132'E, 20° 12.149'S  
31° 5.490'E, 20° 10.831'S  
31° 5.516'E, 20° 10.688'S  
31° 5.248'E, 20° 9.879'S  
31° 5.287'E, 20° 10.940'S  
31° 5.007'E, 20° 10.953'S  
31° 4.775'E, 20° 10.976'S  
31° 4.701'E, 20° 9.408'S  
31° 4.668'E, 20° 9.930'S  
31° 4.543'E, 20° 10.566'S  
31° 4.891'E, 20° 10.416'S  
31° 5.152'E, 20° 9.670'S  
31° 5.291'E, 20° 10.110'S  
30° 54.335'E, 20° 8.266'S
30° 54.372'E, 20° 8.032'S
30° 54.849'E, 20° 7.970'S
30° 55.225'E, 20° 7.901'S
30° 55.324'E, 20° 8.191'S
30° 55.277'E, 20° 8.570'S
30° 59.962'E, 20° 12.175'S
30° 59.979'E, 20° 11.962'S
31° 0.186'E, 20° 11.834'S
31° 0.147'E, 20° 11.525'S
31° 0.555'E, 20° 10.974'S
31° 0.734'E, 20° 10.730'S
30° 59.170'E, 20° 12.058'S
30° 59.427'E, 20° 12.187'S
30° 59.736'E, 20° 12.385'S
31° 0.071'E, 20° 12.560'S
31° 0.323'E, 20° 12.668'S
31° 0.558'E, 20° 12.667'S
30° 58.084'E, 20° 10.366'S
30° 58.163'E, 20° 10.669'S
30° 58.510'E, 20° 10.855'S
30° 58.952'E, 20° 11.102'S
30° 59.068'E, 20° 11.257'S
30° 59.008'E, 20° 11.652'S
30° 58.949'E, 20° 8.782'S
30° 58.756'E, 20° 9.425'S
30° 58.868'E, 20° 9.737'S
30° 59.483'E, 20° 9.810'S
31° 0.130'E, 20° 9.742'S
31° 0.212'E, 20° 9.342'S
30° 58.334'E, 20° 7.625'S
30° 58.716'E, 20° 7.566'S
30° 59.300'E, 20° 7.462'S
30° 59.819'E, 20° 7.421'S
31° 0.355'E, 20° 7.345'S
30° 59.935'E, 20° 7.943'S
30° 57.855'E, 20° 10.452'S
30° 57.583'E, 20° 10.481'S
30° 57.271'E, 20° 10.307'S
30° 57.058'E, 20° 9.922'S
30° 57.626'E, 20° 9.425'S
30° 57.193'E, 20° 9.216'S
30° 56.852'E, 20° 10.250'S
30° 56.948'E, 20° 10.683'S
30° 57.373'E, 20° 10.836'S
30° 57.891'E, 20° 10.944'S
30° 58.343'E, 20° 10.929'S
30° 58.876'E, 20° 10.805'S
30° 55.214'E, 20° 7.925'S
30° 55.648'E, 20° 7.849'S
30° 56.752'E, 20° 8.239'S
30° 56.426'E, 20° 8.639'S
30° 56.511'E, 20° 9.202'S
30° 56.712'E, 20° 9.662'S
31° 4.428'E, 20° 8.270'S  
31° 4.156'E, 20° 8.338'S  
31° 4.017'E, 20° 8.328'S  
31° 3.998'E, 20° 8.604'S  
31° 4.232'E, 20° 8.847'S  
31° 4.473'E, 20° 8.843'S  
31° 1.589'E, 20° 7.094'S  
31° 1.944'E, 20° 7.033'S  
31° 2.403'E, 20° 7.040'S  
31° 3.249'E, 20° 6.797'S  
31° 2.793'E, 20° 8.310'S  
31° 2.570'E, 20° 7.903'S  
31° 0.921'E, 20° 7.311'S  
30° 59.898'E, 20° 7.603'S  
30° 59.459'E, 20° 7.614'S  
30° 59.062'E, 20° 7.746'S  
30° 58.606'E, 20° 7.967'S  
31° 0.013'E, 20° 8.380'S  
31° 3.186'E, 20° 9.869'S  
31° 2.579'E, 20° 9.610'S  
31° 1.939'E, 20° 9.540'S  
31° 1.569'E, 20° 9.029'S  
31° 1.227'E, 20° 8.732'S  
31° 0.920'E, 20° 8.334'S  
31° 1.350'E, 20° 10.307'S  
31° 1.261'E, 20° 9.848'S  
31° 1.436'E, 20° 9.760'S  
31° 1.834'E, 20° 9.958'S  
31° 2.197'E, 20° 9.943'S  
31° 2.591'E, 20° 9.876'S  
30° 55.157'E, 20° 8.823'S
30° 54.873'E, 20° 8.681'S
30° 54.556'E, 20° 8.323'S
