 30° 55.418'E, 20° 9.466'S
 30° 55.655'E, 20° 9.703'S
 30° 55.461'E, 20° 9.930'S
 30° 55.396'E, 20° 10.108'S
 30° 55.732'E, 20° 9.853'S
 30° 55.851'E, 20° 10.035'S
 30° 55.661'E, 20° 9.989'S
 30° 55.603'E, 20° 9.841'S
 30° 55.730'E, 20° 10.267'S
 30° 55.869'E, 20° 10.161'S
 30° 55.662'E, 20° 10.428'S
 30° 55.574'E, 20° 10.865'S
 30° 55.584'E, 20° 11.135'S
 30° 55.425'E, 20° 11.384'S
 30° 55.020'E, 20° 11.461'S
 30° 54.612'E, 20° 11.539'S
 30° 54.449'E, 20° 11.605'S
 30° 54.547'E, 20° 11.359'S
 30° 54.708'E, 20° 11.298'S
 30° 54.506'E, 20° 11.172'S
 30° 54.731'E, 20° 11.487'S
 30° 55.373'E, 20° 11.412'S
 30° 55.419'E, 20° 11.617'S
 30° 55.330'E, 20° 11.929'S
 30° 55.379'E, 20° 12.266'S
 30° 55.525'E, 20° 12.523'S
 30° 55.837'E, 20° 12.430'S
 30° 56.115'E, 20° 12.434'S
 30° 56.492'E, 20° 12.588'S
 30° 56.660'E, 20° 12.676'S
 30° 56.946'E, 20° 12.722'S
 30° 57.136'E, 20° 12.764'S
 30° 55.707'E, 20° 11.506'S
 30° 55.914'E, 20° 11.506'S
 30° 56.199'E, 20° 11.495'S
 30° 56.350'E, 20° 11.699'S
 30° 56.633'E, 20° 11.814'S
 30° 56.961'E, 20° 11.677'S
 30° 57.017'E, 20° 11.529'S
 30° 57.249'E, 20° 11.616'S
 30° 57.396'E, 20° 11.538'S
 30° 57.634'E, 20° 11.579'S
 30° 57.770'E, 20° 11.854'S
 30° 57.655'E, 20° 12.097'S
 30° 57.552'E, 20° 12.163'S
 30° 57.698'E, 20° 12.253'S
 30° 57.732'E, 20° 12.414'S
 30° 57.876'E, 20° 12.409'S
 30° 58.004'E, 20° 12.338'S
 30° 58.235'E, 20° 12.304'S
 30° 58.216'E, 20° 12.425'S
 30° 58.190'E, 20° 12.630'S
 30° 58.116'E, 20° 12.821'S
 30° 58.501'E, 20° 12.931'S
 30° 58.621'E, 20° 12.963'S
 30° 58.721'E, 20° 12.937'S
 30° 58.947'E, 20° 13.005'S
 30° 59.134'E, 20° 12.950'S
 30° 59.218'E, 20° 12.712'S
 30° 59.132'E, 20° 12.693'S
 30° 59.227'E, 20° 12.555'S
 30° 59.364'E, 20° 12.568'S
 30° 59.549'E, 20° 12.651'S
 30° 59.582'E, 20° 12.734'S
 30° 59.516'E, 20° 12.780'S
 30° 59.550'E, 20° 12.850'S
 30° 59.476'E, 20° 12.995'S
 30° 59.589'E, 20° 13.099'S
 30° 59.713'E, 20° 13.067'S
 30° 59.958'E, 20° 13.076'S
 30° 59.818'E, 20° 13.177'S
 30° 59.921'E, 20° 13.434'S
 31° 0.196'E, 20° 13.487'S
 31° 0.349'E, 20° 13.457'S
 30° 59.957'E, 20° 13.289'S
 31° 0.393'E, 20° 13.328'S
 31° 0.579'E, 20° 13.286'S
 31° 0.728'E, 20° 13.161'S
 31° 0.668'E, 20° 13.057'S
 31° 0.957'E, 20° 13.051'S
 31° 1.051'E, 20° 13.026'S
 31° 1.279'E, 20° 13.142'S
 31° 1.436'E, 20° 13.080'S
 31° 1.287'E, 20° 13.279'S
 31° 0.830'E, 20° 13.468'S
 31° 0.794'E, 20° 13.777'S
 31° 1.062'E, 20° 13.960'S
31° 3.565'E, 20° 10.922'S  
31° 2.057'E, 20° 14.197'S  
31° 1.936'E, 20° 13.789'S  
31° 2.132'E, 20° 13.674'S  
31° 2.549'E, 20° 13.468'S  
31° 2.478'E, 20° 13.001'S  
31° 2.772'E, 20° 13.255'S  
31° 3.136'E, 20° 13.326'S  
31° 3.250'E, 20° 13.202'S  
31° 3.031'E, 20° 10.748'S  
31° 3.077'E, 20° 10.588'S  
31° 3.252'E, 20° 10.836'S  
31° 2.928'E, 20° 10.988'S  
31° 2.576'E, 20° 10.748'S  
31° 2.637'E, 20° 10.618'S  
31° 2.420'E, 20° 10.505'S  
31° 1.062'E, 20° 13.960'S  
31° 1.385'E, 20° 13.924'S  
31° 1.534'E, 20° 13.616'S  
31° 1.570'E, 20° 14.050'S  
31° 1.448'E, 20° 14.240'S  
31° 1.311'E, 20° 14.422'S  
31° 1.529'E, 20° 14.698'S  
31° 1.792'E, 20° 14.729'S  
31° 2.053'E, 20° 14.465'S  
31° 1.404'E, 20° 12.107'S  
31° 1.830'E, 20° 12.097'S  
31° 2.153'E, 20° 11.847'S  
31° 1.717'E, 20° 11.649'S  
31° 1.115'E, 20° 11.497'S  
31° 2.776'E, 20° 11.269'S  
31° 1.531'E, 20° 11.375'S  
31° 2.063'E, 20° 11.262'S  
31° 2.326'E, 20° 11.296'S  
31° 3.279'E, 20° 12.799'S  
31° 3.044'E, 20° 12.533'S  
31° 2.992'E, 20° 12.687'S  
31° 2.876'E, 20° 12.626'S  
31° 2.291'E, 20° 12.187'S  
31° 2.394'E, 20° 12.175'S  
31° 1.940'E, 20° 12.087'S  
31° 2.032'E, 20° 10.611'S  
31° 2.382'E, 20° 10.471'S  
31° 2.659'E, 20° 10.653'S  
31° 2.639'E, 20° 10.844'S  
31° 2.888'E, 20° 10.950'S  
31° 3.018'E, 20° 10.819'S  
31° 1.406'E, 20° 11.380'S  
31° 1.717'E, 20° 11.265'S  
31° 2.084'E, 20° 11.249'S  
31° 2.324'E, 20° 11.311'S  
31° 1.947'E, 20° 10.979'S  
31° 2.083'E, 20° 10.796'S  
31° 3.306'E, 20° 10.844'S  
31° 3.616'E, 20° 10.946'S  
31° 3.962'E, 20° 10.884'S  
31° 4.007'E, 20° 10.607'S  
31° 3.917'E, 20° 10.530'S  
31° 3.883'E, 20° 10.207'S  
31° 1.581'E, 20° 12.092'S  
31° 2.097'E, 20° 11.882'S  
31° 2.087'E, 20° 11.671'S  
31° 1.466'E, 20° 11.594'S  
31° 1.054'E, 20° 11.521'S  
31° 2.517'E, 20° 11.598'S  
31° 2.505'E, 20° 11.864'S  
31° 2.640'E, 20° 11.980'S  
31° 2.302'E, 20° 12.040'S  
31° 2.064'E, 20° 12.034'S  
31° 1.832'E, 20° 12.067'S  
31° 4.058'E, 20° 9.535'S  
31° 3.508'E, 20° 9.025'S  
31° 3.123'E, 20° 8.708'S  
31° 3.556'E, 20° 8.916'S  
31° 4.134'E, 20° 9.535'S  
31° 4.130'E, 20° 10.421'S  
31° 4.161'E, 20° 10.848'S  
31° 3.861'E, 20° 11.073'S  
31° 4.082'E, 20° 10.865'S  
31° 3.782'E, 20° 10.965'S  
31° 3.442'E, 20° 11.139'S  
31° 3.240'E, 20° 11.103'S  
31° 3.093'E, 20° 11.325'S  
31° 2.936'E, 20° 11.658'S  
31° 2.981'E, 20° 11.330'S  
31° 2.562'E, 20° 10.870'S  
31° 2.267'E, 20° 10.780'S  
31° 2.146'E, 20° 10.952'S  
31° 2.293'E, 20° 10.663'S  
31° 2.444'E, 20° 11.275'S  
31° 2.943'E, 20° 11.264'S  
31° 3.011'E, 20° 11.387'S  
31° 2.858'E, 20° 11.572'S  
31° 2.815'E, 20° 11.858'S  
31° 2.969'E, 20° 12.006'S  
31° 3.232'E, 20° 12.096'S  
31° 2.703'E, 20° 11.724'S  
31° 2.501'E, 20° 11.524'S  
31° 2.242'E, 20° 11.550'S  
31° 2.006'E, 20° 11.390'S  
31° 1.613'E, 20° 11.435'S  
31° 1.257'E, 20° 11.443'S  
31° 1.573'E, 20° 11.493'S  
31° 1.960'E, 20° 11.555'S  
31° 2.161'E, 20° 11.592'S  
31° 2.958'E, 20° 12.370'S  
31° 3.200'E, 20° 12.309'S  
31° 3.318'E, 20° 12.466'S  
31° 3.460'E, 20° 12.454'S  
31° 3.657'E, 20° 12.535'S  
31° 3.827'E, 20° 12.448'S  
31° 2.928'E, 20° 13.807'S  
31° 2.886'E, 20° 14.059'S  
31° 2.631'E, 20° 14.310'S  
31° 2.483'E, 20° 14.334'S  
31° 2.415'E, 20° 14.124'S  
31° 2.354'E, 20° 13.901'S  
31° 3.553'E, 20° 13.876'S  
31° 3.695'E, 20° 14.135'S  
31° 3.762'E, 20° 14.272'S  
31° 3.550'E, 20° 14.207'S  
31° 3.393'E, 20° 13.918'S  
31° 3.263'E, 20° 13.738'S  
31° 3.503'E, 20° 12.974'S  
31° 3.261'E, 20° 13.049'S  
31° 3.377'E, 20° 13.346'S  
31° 3.732'E, 20° 13.420'S  
31° 3.833'E, 20° 13.818'S  
31° 3.604'E, 20° 13.756'S  
31° 4.358'E, 20° 12.296'S  
31° 4.364'E, 20° 12.008'S  
31° 4.052'E, 20° 12.727'S  
31° 4.175'E, 20° 12.873'S  
31° 4.073'E, 20° 13.102'S  
31° 3.842'E, 20° 12.972'S  
31° 3.743'E, 20° 12.303'S  
31° 3.726'E, 20° 12.120'S  
31° 3.853'E, 20° 12.296'S  
31° 3.965'E, 20° 12.351'S  
31° 4.045'E, 20° 12.428'S  
31° 4.091'E, 20° 12.542'S  
31° 2.958'E, 20° 12.370'S  
31° 3.200'E, 20° 12.309'S  
31° 3.318'E, 20° 12.466'S  
31° 3.460'E, 20° 12.454'S  
31° 3.657'E, 20° 12.535'S  
31° 3.827'E, 20° 12.448'S  
31° 3.306'E, 20° 10.844'S  
31° 3.616'E, 20° 10.946'S  
31° 3.962'E, 20° 10.884'S  
31° 4.007'E, 20° 10.607'S  
31° 3.917'E, 20° 10.530'S  
31° 3.883'E, 20° 10.207'S  
31° 2.938'E, 20° 11.392'S  
31° 2.721'E, 20° 11.135'S  
31° 2.427'E, 20° 10.935'S  
31° 3.256'E, 20° 11.101'S  
31° 3.750'E, 20° 10.982'S  
31° 2.218'E, 20° 14.198'S  
31° 3.383'E, 20° 12.883'S  
31° 3.658'E, 20° 12.825'S  
31° 3.861'E, 20° 12.874'S  
31° 4.007'E, 20° 12.948'S  
31° 4.034'E, 20° 12.716'S  
31° 3.780'E, 20° 12.665'S  
31° 2.840'E, 20° 12.552'S  
31° 3.010'E, 20° 12.569'S  
31° 3.048'E, 20° 12.267'S  
31° 3.130'E, 20° 12.210'S  
31° 2.879'E, 20° 12.003'S  
31° 2.786'E, 20° 12.103'S  
31° 2.181'E, 20° 14.510'S  
31° 1.930'E, 20° 14.807'S  
31° 1.680'E, 20° 15.064'S  
31° 1.624'E, 20° 15.212'S  
31° 1.516'E, 20° 15.104'S  
31° 1.643'E, 20° 14.930'S  
31° 2.126'E, 20° 12.133'S  
31° 1.950'E, 20° 12.083'S  
31° 2.263'E, 20° 11.942'S  
31° 2.123'E, 20° 11.710'S  
31° 2.362'E, 20° 11.542'S  
31° 2.635'E, 20° 11.605'S  
31° 2.535'E, 20° 13.688'S  
31° 2.688'E, 20° 13.412'S  
31° 2.870'E, 20° 13.412'S  
31° 3.027'E, 20° 13.539'S  
31° 3.292'E, 20° 13.580'S  
31° 3.489'E, 20° 13.648'S  
31° 3.708'E, 20° 13.708'S  
31° 3.665'E, 20° 13.573'S  
31° 3.671'E, 20° 13.419'S  
31° 3.504'E, 20° 13.976'S  
31° 3.547'E, 20° 14.113'S  
31° 3.646'E, 20° 14.163'S  
31° 0.212'E, 20° 14.641'S  
30° 59.853'E, 20° 14.286'S  
30° 59.499'E, 20° 13.666'S  
30° 59.594'E, 20° 13.463'S  
30° 59.774'E, 20° 13.287'S  
30° 59.820'E, 20° 13.113'S  
31° 0.514'E, 20° 14.748'S  
31° 0.137'E, 20° 14.733'S  
30° 59.934'E, 20° 14.563'S  
30° 59.625'E, 20° 14.488'S  
30° 59.574'E, 20° 14.116'S  
30° 59.318'E, 20° 14.131'S  
30° 59.862'E, 20° 14.122'S  
31° 0.074'E, 20° 14.159'S  
31° 0.195'E, 20° 13.760'S  
31° 0.352'E, 20° 13.666'S  
31° 0.445'E, 20° 13.909'S  
31° 0.669'E, 20° 13.933'S  
31° 1.064'E, 20° 14.706'S  
31° 1.271'E, 20° 14.883'S  
31° 1.454'E, 20° 14.992'S  
31° 1.186'E, 20° 15.258'S  
31° 1.053'E, 20° 15.239'S  
31° 1.495'E, 20° 15.034'S  
31° 3.306'E, 20° 10.844'S  
31° 3.616'E, 20° 10.946'S  
31° 3.962'E, 20° 10.884'S  
31° 4.007'E, 20° 10.607'S  
31° 3.917'E, 20° 10.530'S  
31° 3.883'E, 20° 10.207'S  
31° 0.705'E, 20° 13.957'S  
31° 1.055'E, 20° 14.004'S  
31° 1.228'E, 20° 14.174'S  
31° 1.438'E, 20° 14.211'S  
31° 1.163'E, 20° 14.329'S  
31° 1.012'E, 20° 14.587'S  
30° 59.480'E, 20° 13.973'S  
30° 59.589'E, 20° 13.794'S  
30° 59.728'E, 20° 13.597'S  
30° 59.900'E, 20° 13.579'S  
30° 59.968'E, 20° 13.752'S  
30° 59.814'E, 20° 14.083'S  
30° 58.242'E, 20° 13.589'S
30° 58.440'E, 20° 13.740'S
30° 58.225'E, 20° 13.816'S
30° 58.221'E, 20° 13.966'S
30° 57.520'E, 20° 13.685'S
30° 57.329'E, 20° 13.987'S
31° 3.306'E, 20° 10.844'S
31° 3.616'E, 20° 10.946'S
31° 3.967'E, 20° 10.884'S
31° 4.007'E, 20° 10.607'S
31° 3.917'E, 20° 10.530'S
31° 3.887'E, 20° 10.207'S
30° 57.320'E, 20° 14.232'S
30° 57.164'E, 20° 14.136'S
30° 56.846'E, 20° 13.921'S
30° 57.197'E, 20° 13.958'S
30° 57.199'E, 20° 13.763'S
30° 56.964'E, 20° 13.839'S
30° 58.458'E, 20° 13.925'S
30° 58.460'E, 20° 13.553'S
30° 58.485'E, 20° 13.268'S
30° 58.130'E, 20° 13.171'S
30° 57.744'E, 20° 13.466'S
30° 57.997'E, 20° 13.581'S
30° 56.758'E, 20° 13.994'S
30° 56.754'E, 20° 13.824'S
30° 56.515'E, 20° 13.913'S
30° 56.294'E, 20° 13.950'S
30° 56.164'E, 20° 14.054'S
30° 57.097'E, 20° 13.758'S
30° 56.179'E, 20° 12.133'S
30° 55.639'E, 20° 12.198'S
30° 55.350'E, 20° 12.050'S
30° 55.613'E, 20° 11.801'S
30° 55.853'E, 20° 11.656'S
30° 56.272'E, 20° 11.747'S
30° 57.326'E, 20° 13.458'S
30° 57.482'E, 20° 13.458'S
30° 57.322'E, 20° 13.163'S
30° 57.214'E, 20° 12.771'S
30° 57.622'E, 20° 12.961'S
30° 57.896'E, 20° 13.143'S
30° 57.357'E, 20° 12.553'S
30° 57.347'E, 20° 12.206'S
30° 56.964'E, 20° 12.568'S
30° 56.729'E, 20° 12.352'S
30° 56.990'E, 20° 11.959'S
30° 56.568'E, 20° 12.122'S
30° 55.722'E, 20° 10.264'S  
30° 55.803'E, 20° 10.074'S  
30° 55.409'E, 20° 10.074'S  
30° 55.506'E, 20° 9.753'S  
30° 55.803'E, 20° 9.899'S  
30° 55.532'E, 20° 9.614'S  
31° 3.306'E, 20° 10.844'S  
31° 3.616'E, 20° 10.946'S  
31° 3.967'E, 20° 10.884'S  
31° 4.007'E, 20° 10.607'S  
31° 3.917'E, 20° 10.530'S  
31° 3.887'E, 20° 10.207'S  
30° 54.646'E, 20° 11.346'S  
30° 54.699'E, 20° 11.426'S  
30° 55.592'E, 20° 11.976'S  
30° 55.904'E, 20° 11.781'S  
30° 55.482'E, 20° 11.287'S  
30° 55.547'E, 20° 10.925'S
31° 2.951'E, 20° 11.027'S  
31° 4.064'E, 20° 10.919'S  
31° 3.849'E, 20° 10.151'S  
31° 3.987'E, 20° 9.497'S  
31° 3.461'E, 20° 8.820'S  
31° 3.703'E, 20° 9.056'S  
31° 2.587'E, 20° 9.090'S  
31° 2.822'E, 20° 12.761'S  
31° 2.102'E, 20° 12.273'S  
31° 2.996'E, 20° 12.159'S  
31° 3.215'E, 20° 12.435'S  
31° 3.285'E, 20° 12.820'S  
31° 4.090'E, 20° 12.778'S  
31° 4.189'E, 20° 12.933'S  
31° 4.072'E, 20° 13.163'S  
31° 3.649'E, 20° 12.986'S  
31° 3.399'E, 20° 12.969'S  
31° 3.330'E, 20° 13.094'S  
31° 4.332'E, 20° 13.288'S  
31° 4.253'E, 20° 13.038'S  
31° 4.127'E, 20° 12.764'S  
31° 4.271'E, 20° 12.480'S  
31° 4.343'E, 20° 12.140'S  
31° 4.646'E, 20° 11.626'S  
31° 2.797'E, 20° 13.271'S  
31° 2.619'E, 20° 13.020'S  
31° 2.523'E, 20° 13.001'S  
31° 2.568'E, 20° 13.328'S  
31° 3.041'E, 20° 13.556'S  
31° 3.490'E, 20° 13.697'S  
31° 3.474'E, 20° 14.003'S  
31° 3.619'E, 20° 14.166'S  
31° 3.771'E, 20° 14.353'S  
31° 3.554'E, 20° 14.353'S  
31° 3.487'E, 20° 14.119'S  
31° 3.291'E, 20° 13.831'S  
31° 1.026'E, 20° 11.584'S  
31° 1.887'E, 20° 11.287'S  
31° 2.334'E, 20° 11.413'S  
31° 1.914'E, 20° 10.964'S  
31° 2.091'E, 20° 10.880'S  
31° 2.049'E, 20° 10.672'S  
31° 4.058'E, 20° 10.060'S  
31° 4.188'E, 20° 10.922'S  
31° 3.217'E, 20° 11.289'S  
31° 2.174'E, 20° 11.843'S  
31° 3.521'E, 20° 8.132'S  
31° 2.627'E, 20° 9.150'S  
31° 3.106'E, 20° 13.367'S  
31° 2.693'E, 20° 13.275'S  
31° 2.638'E, 20° 12.936'S  
31° 2.502'E, 20° 13.139'S  
31° 2.782'E, 20° 13.400'S  
31° 3.174'E, 20° 13.589'S  
31° 3.106'E, 20° 13.367'S  
31° 2.693'E, 20° 13.275'S  
31° 2.638'E, 20° 12.936'S  
31° 2.502'E, 20° 13.139'S  
31° 2.782'E, 20° 13.400'S  
31° 3.174'E, 20° 13.589'S  
30° 56.073'E, 20° 10.841'S  
30° 55.803'E, 20° 10.843'S  
30° 55.668'E, 20° 10.663'S  
30° 55.823'E, 20° 10.287'S  
30° 55.971'E, 20° 9.995'S  
30° 55.903'E, 20° 9.779'S  
30° 55.820'E, 20° 10.097'S  
30° 55.572'E, 20° 10.070'S  
30° 55.376'E, 20° 10.105'S  
30° 55.892'E, 20° 9.761'S  
30° 55.772'E, 20° 9.830'S  
30° 55.465'E, 20° 9.646'S  
30° 57.371'E, 20° 12.167'S  
30° 55.528'E, 20° 12.451'S  
30° 55.326'E, 20° 12.020'S  
30° 57.678'E, 20° 11.597'S  
30° 57.368'E, 20° 11.527'S  
30° 57.214'E, 20° 11.658'S  
30° 56.974'E, 20° 11.546'S  
30° 56.637'E, 20° 11.826'S  
30° 56.306'E, 20° 11.677'S  
30° 56.224'E, 20° 11.452'S  
30° 55.906'E, 20° 12.451'S  
30° 55.510'E, 20° 12.438'S  
30° 58.340'E, 20° 12.488'S  
30° 58.279'E, 20° 12.302'S  
30° 57.687'E, 20° 13.580'S  
30° 57.351'E, 20° 13.948'S  
30° 57.413'E, 20° 14.285'S  
30° 57.281'E, 20° 14.121'S  
30° 55.465'E, 20° 9.646'S  
30° 55.267'E, 20° 9.384'S  
30° 55.411'E, 20° 9.180'S  
30° 54.980'E, 20° 9.040'S  
30° 54.762'E, 20° 8.802'S  
30° 55.586'E, 20° 9.823'S  
30° 59.465'E, 20° 13.054'S  
30° 58.267'E, 20° 13.605'S  
30° 58.202'E, 20° 13.502'S  
30° 57.958'E, 20° 13.619'S  
30° 57.840'E, 20° 13.476'S  
30° 58.401'E, 20° 12.947'S  
30° 55.442'E, 20° 11.460'S  
30° 54.758'E, 20° 11.593'S  
30° 54.493'E, 20° 11.692'S  
30° 54.507'E, 20° 11.293'S  
30° 54.697'E, 20° 11.267'S  
30° 54.507'E, 20° 11.144'S  
30° 56.651'E, 20° 13.595'S  
30° 57.214'E, 20° 13.353'S  
30° 56.253'E, 20° 12.593'S  
30° 57.478'E, 20° 13.046'S  
30° 57.125'E, 20° 12.471'S  
30° 56.808'E, 20° 12.355'S  
30° 57.135'E, 20° 14.149'S  
30° 56.861'E, 20° 13.942'S  
30° 56.767'E, 20° 14.119'S  
30° 56.586'E, 20° 13.910'S  
30° 55.913'E, 20° 14.172'S  
30° 56.190'E, 20° 13.935'S  
31° 0.635'E, 20° 13.051'S  
31° 0.703'E, 20° 13.223'S  
31° 0.441'E, 20° 13.336'S  
31° 0.293'E, 20° 13.390'S  
31° 0.138'E, 20° 13.537'S  
30° 59.964'E, 20° 13.077'S  
31° 2.969'E, 20° 14.184'S  
31° 2.704'E, 20° 14.336'S  
31° 2.381'E, 20° 14.417'S  
31° 2.045'E, 20° 14.742'S  
31° 1.948'E, 20° 14.863'S  
31° 1.962'E, 20° 14.978'S  
31° 1.590'E, 20° 15.918'S  
31° 1.412'E, 20° 15.711'S  
31° 1.281'E, 20° 15.426'S  
31° 1.059'E, 20° 15.365'S  
31° 0.952'E, 20° 15.344'S  
31° 0.931'E, 20° 15.189'S  
31° 0.040'E, 20° 14.792'S  
30° 59.911'E, 20° 14.608'S  
30° 59.496'E, 20° 14.524'S  
30° 59.690'E, 20° 14.321'S  
30° 59.499'E, 20° 14.128'S  
30° 59.118'E, 20° 14.261'S  
31° 1.023'E, 20° 13.090'S  
31° 0.792'E, 20° 13.098'S  
31° 0.665'E, 20° 13.042'S  
31° 0.682'E, 20° 13.285'S  
31° 0.458'E, 20° 13.355'S  
31° 0.295'E, 20° 13.536'S  
30° 59.362'E, 20° 13.907'S  
31° 1.239'E, 20° 13.314'S  
31° 1.351'E, 20° 13.286'S  
31° 1.464'E, 20° 13.075'S  
31° 1.218'E, 20° 13.154'S  
31° 1.058'E, 20° 13.033'S  
31° 2.969'E, 20° 14.184'S  
31° 2.704'E, 20° 14.336'S  
31° 2.381'E, 20° 14.417'S  
31° 2.045'E, 20° 14.742'S  
31° 1.948'E, 20° 14.863'S  
31° 1.962'E, 20° 14.978'S  
30° 58.565'E, 20° 14.050'S  
30° 58.374'E, 20° 13.992'S  
30° 58.198'E, 20° 13.981'S  
30° 58.241'E, 20° 13.894'S  
30° 58.235'E, 20° 13.756'S  
30° 58.458'E, 20° 13.713'S  
31° 1.705'E, 20° 15.074'S  
31° 1.683'E, 20° 15.248'S  
